# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	ALMS	NOTE	BORROWING	CHINESE	COGID	COGS	HANZI	MORPHEME_STRUCTURE	ALIGNMENT	CONSENSUS
30777	SiniticOldChinese		the branch	ke	k e	( - - - - ) k e - ( - - - )			树枝	1718		枝	the-403	- - - - k e -	tsʰ i ¹¹ k i ³³
31122	BurmishOldBurmese		the branch	a◦khak	a ◦ kh a k	- - a ◦ - - - - - - - - - - - - - kh - a k -				233				- - - - - - - - - - - - a ◦ - - - kh - a k -	s k ⁵⁵ + k ɔ̰ ʔ ⁵⁵
31521	KirantiKhaling		the branch	ghrēm	gh r ē m	gh r ē m				652				gh r ē m	g r e m
31570	KhroskyabsWobzi		the branch	jælgɑ́	j æ l g ɑ́	- - - - j æ l - - g ɑ́ -		tib		10902				j æ l g ɑ́	jælgɑ́
32461	KirantiThulung		the branch	grem	g r e m	g r e m				652				g r e m	g r e m
32661	ChinHakha	branch (n.)	the branch	thingnge ; ttengnge	th i ng ng e	th i ng ng e				4115				th i ng ng e	thingnge ; ttengnge
#
16400	JingphoJingpho	breast	the breast (female)	tʃu̱ʔ⁵⁵kă³¹paŋ³³	tʃ u̱ ʔ ⁵⁵ ◦ k ă ³¹ ◦ p a ŋ ³³	tʃ u̱ ʔ ⁵⁵ ◦ k ă ³¹ ◦ p a ŋ ³³	!			3923				tʃ u̱ ʔ ⁵⁵ ◦ k ă ³¹ ◦ p a ŋ ³³	tʃ u̱ k ⁵⁵ ◦ k ă ³¹ ◦ p a ŋ ³³
33050	TibetoKinauriBunan	breast (female)	the breast (female)	mama	m a m a	m a m a	Comment (by Widmer2014): «WT nu ma»			243				m a m a	mama
33242	TibetoKinauriByangsi	breast	the breast (female)	ʃime	ʃ i m e	ʃ i m e				372				ʃ i m e	ʃime
33462	TibetoKinauriRongpo	breast	the breast (female)	apu	a p u	a p u				503				a p u	apu
33692	KirantiKulung	female breast (n.)	the breast (female)	cu	tʃ u	( - - - ) tʃ u - ( - - - - - - - - - - )	Nepali: dudh. (Tolsma1999)			17				- - - - tʃ u -	◦ tʃ u
17393	rGyalrongMaerkang	breast	the breast (female)	tə nu	t ə _ n u	( - - - t ə _ ) n u - - - ( - - - - - - - - - - - - - - - - - - - - )				10186				- - - - - - - t ə _ n u - - -	n u
1026	TibetanOldTibetan	breasts	the breast (female)	nu.ma	n u m a	( - - - - - - ) n u - - - ( - - - - - - m a - - - - - - - - - - - - )			乳房	10186		乳		- - - - - - - - - - n u m a -	n u
1039	KirantiKhaling	breasts	the breast (female)	nʉs	n ʉ s	( - - - - - - ) n ʉ - - s ( - - - - - - - - - - - - - - - - - - - - )			乳房	10186		乳		- - - - - - - - - - n ʉ - s -	n u
1040	KirantiLimbu	breasts	the breast (female)	nu	n u	( - - - - - - ) n u - - - ( - - - - - - - - - - - - - - - - - - - - )			乳房	10186		乳		- - - - - - - - - - n u - - -	n u
1055	rGyalrongJaphug	breasts	the breast (female)	tɯ-nɯ	t ɯ ◦ n ɯ	( - - - t ɯ ◦ ) n ɯ - - - ( - - - - - - - - - - - - - - - - - - - - )			乳房	10186		乳		- - - - - - - t ɯ ◦ n ɯ - - -	n u
1059	Tangut	breasts	the breast (female)	ner²	n e r ²				乳房	10185		乳		n e r ²	ner²
33876	KirantiBantawa	milk (human, cows, any); also used for breast	the breast (female)	duda	d u d a	d u d a				752				d u d a	ɖ ʉː ɖ ʉ
17689	TibetanLhasa	breast	the breast (female)	o¹³ma⁵⁵	o ¹³ ◦ m a ⁵⁵	o ¹³ ◦ m a ⁵⁵				862				o ¹³ ◦ m a ⁵⁵	o¹³ma⁵⁵
34703	BurmishRangoon		the breast (female)	no⁵³õ²²	n o ⁵³ + õ ∼ ²²	( - - - - - - ) n o - - - ( ⁵³ - - - - - - - - - - - - - - - + õ ∼ ²² )				10186	116 117			n o ⁵³ - - - - - - + - õ ∼ - ²²	n u
18628	rGyalrongDaofu	breast	the breast (female)	nu nu	n u + n u	( - - - - - - ) n u - - - ( - + n u - - - - - - - - - - - - - - - - )				10186				- - - - - - - n u + n u - - -	n u
19067	NungicDulong	breast	the breast (female)	nuŋ⁵⁵	n u ŋ ⁵⁵	( - - - - - - ) n u - ŋ - ( ⁵⁵ - - - - - - - - - - - - - - - - - - - )				10186				- - - - - - - - - - n u ŋ - ⁵⁵	n u
35986	MizoLushai	breast	the breast (female)	hnu◦tê	n̥ u + t ê	( - - - - - - ) n̥ u - - - ( - + t ê - - - - - - - - - - - - - - - - )				10186				- - - - - - - n̥ u + t ê - - -	n u
36582	SiniticBeijing		the breast (female)	tsar⁵⁵	ts a/r ⁵⁵	ts a/r ⁵⁵				1719	426	囗	the-426	ts a/r ⁵⁵	tsar⁵⁵
36583	SiniticGuangzhou		the breast (female)	nin⁵⁵	n i n ⁵⁵	n i n ⁵⁵ ( - - - )				10148	429	囗	the-429	n i n ⁵⁵ - - -	n i n ⁵⁵ k u ³³
36584	SiniticChaozhou		the breast (female)	ni³⁵	n i ³⁵	n i ³⁵ - ( - - - )				1720	433	奶	the-433	n i ³⁵	n i ³⁵
36585	SiniticLonggang		the breast (female)	lɛn⁵⁵ku³³	l ɛ n ⁵⁵ k u ³³	l ɛ n ⁵⁵ ( k u ³³ )	mattis-5 yunfan-3			10148	429 430	囗囗	the-429 _the-430	l ɛ n ⁵⁵ k u ³³	n i n ⁵⁵ k u ³³
36586	SiniticJieyang		the breast (female)	ni³⁵	n i ³⁵	n i ³⁵ - ( - - - )				1720	433	奶	the-433	n i ³⁵	n i ³⁵
36587	SiniticXingning		the breast (female)	niŋ⁵³ku⁴⁵	n i ŋ ⁵³ k u ⁴⁵	n i ŋ ⁵³ ( k u ⁴⁵ )	mattis-5 yunfan-3			10148	429 430	口口	the-429 _the-430	n i ŋ ⁵³ k u ⁴⁵	n i n ⁵⁵ k u ³³
20933	BodicTshangla	breast	the breast (female)	nu	n u	( - - - - - - ) n u - - - ( - - - - - - - - - - - - - - - - - - - - )				10186				- - - - - - - - - - n u - - -	n u
21036	LoloishLisu	breast	the breast (female)	ɑ⁵⁵tʃi³⁵	ɑ ⁵⁵ ◦ tʃ i ³⁵	( ɑ ⁵⁵ ◦ ) tʃ i ³⁵ ( - - - - - - - - - - )				17				ɑ ⁵⁵ - ◦ tʃ i ³⁵	◦ tʃ u
21178	QiangicZhaba	breast	the breast (female)	nə⁵⁵nə⁵⁵	n ə ⁵⁵ ◦ n ə ⁵⁵	( - - - - - - ) n ə - - - ( ⁵⁵ ◦ n ə ⁵⁵ - - - - - - - - - - - - - - - )				10186				n ə ⁵⁵ - - - - - - ◦ n ə - - ⁵⁵	n u
21312	DengDarangTaraon	breast	the breast (female)	ȵi⁵⁵khɑ³¹bi³⁵	ȵ i ⁵⁵ ◦ kh ɑ ³¹ ◦ b i ³⁵	( - - - - - - ) ȵ i - - - ( ⁵⁵ - - - - - - - ◦ kh ɑ ³¹ ◦ b i ³⁵ - - - - )				10186				ȵ i ⁵⁵ ◦ kh ɑ ³¹ - - ◦ b i - - ³⁵	n u
37814	KirantiHayu	breast, nipple (n)	the breast (female)	tshux◦tsu	tsʰ u x + ts u	tsʰ u x + ts u				2187				tsʰ u x + ts u	tshux◦tsu
21466	TibetanBatang	breast	the breast (female)	ȵɑ⁵⁵ȵɑʔ⁵³	ȵ ɑ ⁵⁵ ◦ ȵ ɑ ʔ ⁵³	( - - - - - - ) ȵ ɑ - - - ( ⁵⁵ ◦ ȵ ɑ ʔ - - ⁵³ - - - - - - - - - - - - )				10186				ȵ ɑ ⁵⁵ - - - - - - ◦ ȵ ɑ ʔ - ⁵³	n u
38125	Tangut		the breast (female)	new	n e w					10186		乳房		- - - - - - - - - - n e w - -	n u
38451	Karbi		the breast (female)	+mōk	+ m ō k		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «mok, ning» (page: 212)			10330				+ m ō k	+mōk
38545	Rabha	breast	the breast (female)	nú	n ú					10186				- - - - - - - - - - n ú - - -	n u
23142	TaniBokar	breast	the breast (female)	a tɕuː	a + tɕ uː	( a - + ) tɕ uː - ( - - - - - - - - - - )				17				- - a + tɕ uː -	◦ tʃ u
24104	TibetanAlike	breast	the breast (female)	nə mæ	n ə _ m æ	( - - - - - - ) n ə - - - ( - - - - - _ m æ - - - - - - - - - - - - )				10186				- - - - - - - n ə _ m æ - - -	n u
24415	DengYidu	breast	the breast (female)	ȵo⁵⁵bi³⁵	ȵ o ⁵⁵ ◦ b i ³⁵	( - - - - - - ) ȵ o - - - ( ⁵⁵ - - - - - - - - - - - ◦ b i ³⁵ - - - - )				10186				ȵ o ⁵⁵ - - - - - - ◦ b i - - ³⁵	n u
34276	BurmishBola	breast	the breast (female)	nau³⁵	n a u ³⁵	( - - - - - - ) n a u - - ( ³⁵ - - - - - - - - - - - - - - - - - - - )				10186	116		breast-milk	- - - - - - - - - - n a - u ³⁵	n u
21966	TibetanXiahe	breast	the breast (female)	nə ma	n ə _ m a	( - - - - - - ) n ə - - - ( - - - - - _ m a - - - - - - - - - - - - )				10186				- - - - - - - n ə _ m a - - -	n u
37613	NagaUkhrul	breast	the breast (female)	ʔa-nu	ʔ a + n u	( ʔ a + - - - ) n u - - - ( - - - - - - - - - - - - - - - - - - - - )				10186				- - - - - - - ʔ a + n u - - -	n u
30778	SiniticOldChinese		the breast (female)	noʔ	n o ʔ	( - - - - - - ) n o - ʔ - ( - - - - - - - - - - - - - - - - - - - - )			乳房	10186		乳	the-1189	- - - - - - - - - - n o - ʔ -	n u
31123	BurmishOldBurmese		the breast (female)	nuiwʔ	n ui w ʔ	( - - - - - - ) n ui w ʔ - ( - - - - - - - - - - - - - - - - - - - - )				10186				- - - - - - - - - - n ui w ʔ -	n u
31571	KhroskyabsWobzi		the breast (female)	nənə̂	n ə n ə̂	( - - - - - - ) n ə - - - ( - - n ə̂ - - - - - - - - - - - - - - - - )				10186				- - - - - - - - - - n ə n ə̂ -	n u
31825	ChepangChepang	milk, breast, white fluid (<N dudh)	the breast (female)	dut	d u t	d u t -		nepali		10922				d u t	dut
32088	GaroGaro	breast; nipple (n)	the breast (female)	sok	s o k	s o k - - - - - - - - - -	Co-gnate with Jingpo, cp 'sun', Garo sal, Jingpo tʃan³³ ?			3923				s o k - - - - - - - - - -	tʃ u̱ k ⁵⁵ ◦ k ă ³¹ ◦ p a ŋ ³³
32462	KirantiThulung		the breast (female)	ɖʉ:ɖʉ	ɖ ʉː ɖ ʉ	ɖ ʉː ɖ ʉ	ɖ ʉ: ɖ ʉ			752				ɖ ʉː ɖ ʉ	ɖ ʉː ɖ ʉ
32662	ChinHakha	breast (n.)	the breast (female)	hnuk , tang	hn u k	( - - - - - - ) hn u - k - ( - - - - - - - - - - - - - - - - - - - - )	[full entry: ]			10186				- - - - - - - - - - hn u k - -	n u
35486	BurmishMaru	breast	the breast (female)	nuk⁵⁵	n u k ⁵⁵	( - - - - - - ) n u - k - ( ⁵⁵ - - - - - - - - - - - - - - - - - - - )				10186	116		milk-breast	- - - - - - - - - - n u k - ⁵⁵	n u
#
16476	BodicTshangla	cloud	the cloud	muk pa	m u k _ p a	- - - - - - - - - - - - - - m u - - - - - k - - - - _ p a - - - - -				89				- - - - m u k - - - _ - p a - -	m u
32962	TibetoKinauriBunan	cloud, fog	the cloud	du	d u	d u	Comment (by Widmer2014): «ZZ du»			170				d u	du
33464	TibetoKinauriRongpo	cloud	the cloud	ba:dəw	b aː d ə w	b aː d ə w		nepali		10622				b aː d ə w	ba:dəw
33694	KirantiKulung	cloud (n.)	the cloud	mɔm	m ɔ m	- - - - - - - - - - - - - - m ɔ - m - - - - - - - - - - - - - - - -	Nepali: bādal. (Tolsma1999)			89				- - - - m ɔ - m - - - - - - - -	m u
33881	KirantiBantawa	cloud	the cloud	tʰakri	tʰ a k r i	tʰ a k r i				757				tʰ a k r i	tʰakri
1450	TibetanOldTibetan	cloud	the cloud	sprin	s p r i n	s p r i n - ( - - - - )			云	915		雲		s p r i n - - - - -	tʂ ə n
1463	KirantiKhaling	cloud	the cloud	kɵ̂m	k ɵ̂ m	- - - - k ɵ̂ - - - - - - - - m - - - - - - - - - - - - - - - - - - -			云	89		雲		- - - - k ɵ̂ - m - - - - - - - -	m u
1464	KirantiLimbu	cloud	the cloud	khaʔmit	kʰ a ʔ m i t	- - - - kʰ a ʔ - - - - - - - m i - - t - - - - - - - - - - - - - - -			云	89		雲		- - - - kʰ a ʔ m i t - - - - - -	m u
1479	rGyalrongJaphug	cloud	the cloud	zdɯm	z d ɯ m	z d ɯ - - m -			云	927		雲		z d - ɯ m -	z d i m
34314	BurmishAchang	cloud n	the cloud	xan³¹tɕin³¹	x a n ³¹ + tɕ i n ³¹	x a n ³¹ + tɕ i n ³¹				953	150 151		weather? cloud?	x a n ³¹ + tɕ i n ³¹	ç a ŋ ⁵⁵ + tɕ i n ³¹
34315	BurmishAtsi	cloud n	the cloud	mu̱t⁵⁵mau⁵⁵	m ṵ t ⁵⁵ + m a u ⁵⁵	- - - - - - - - - - - - - - m ṵ - - t ⁵⁵ - - - - - - - - - + m a u ⁵⁵				89	1029 592		cloud sky	- - - - m ṵ t - - - ⁵⁵ + m a u ⁵⁵	m u
34316	BurmishBola	cloud n	the cloud	tʃa̱m⁵⁵	tʃ a̰ m ⁵⁵	tʃ a̰ m ⁵⁵ ( - - - - - )				954	148		cloud	tʃ a̰ m ⁵⁵ - - - - -	tʃ a̰ m ⁵⁵ +
34318	BurmishLashi	cloud n	the cloud	tsɔ̱m⁵⁵mou⁵⁵	ts ɔ̰ m ⁵⁵ + m o u ⁵⁵	ts ɔ̰ m ⁵⁵ ( + m o u ⁵⁵ )				954	148 592		cloud? sky	ts ɔ̰ m ⁵⁵ + m o u ⁵⁵	tʃ a̰ m ⁵⁵ +
34319	BurmishMaru	cloud n	the cloud	tʃa̱m³¹thɔi³⁵	tʃ a̰ m ³¹ + tʰ ɔ i ³⁵	tʃ a̰ m ³¹ ( + tʰ ɔ i ³⁵ )				954	148 1030		cloudfog1 cloudfog2	tʃ a̰ m ³¹ + tʰ ɔ i ³⁵	tʃ a̰ m ⁵⁵ +
34320	BurmishXiandao	cloud n	the cloud	çaŋ⁵⁵cin³¹	ç a ŋ ⁵⁵ + c i n ³¹	ç a ŋ ⁵⁵ + c i n ³¹				953	150 151		fog-cloud-1 fog-cloud-2	ç a ŋ ⁵⁵ + c i n ³¹	ç a ŋ ⁵⁵ + tɕ i n ³¹
34522	BurmishRangoon		the cloud	tẽ²²	t ẽ ∼ ²²	- t ẽ - - ∼ ²²				927	149			- t - ẽ ∼ ²²	z d i m
18566	rGyalrongDaofu	cloud	the cloud	zdo	z d o	z d o - - - -	!			927				z d o - - -	z d i m
18801	rGyalrongMaerkang	cloud	the cloud	zdᴇm	z d ᴇ m	z d ᴇ - - m -	!			927				z d - ᴇ m -	z d i m
19010	NungicDulong	cloud	the cloud	ɹɯ³¹mɯt⁵⁵	ɹ ɯ ³¹ + m ɯ t ⁵⁵	- - - - - - - ɹ ɯ ³¹ + - - - m ɯ - - t ⁵⁵ - - - - - - - - - - - - - -				89				- - - - ɹ ɯ - - - - ³¹ + m ɯ t ⁵⁵	m u
19230	TibetanBatang	cloud	the cloud	tʂĩ⁵⁵	tʂ ĩ ∼ ⁵⁵	- tʂ - ĩ ∼ ⁵⁵ ( - - - - )				915				- - tʂ ĩ ∼ ⁵⁵ - - - -	tʂ ə n
35757	KirantiBahing	cloud (n)	the cloud	kuksɛl	k u k s ɛ l	k u k s ɛ l				1390				k u k s ɛ l	kuksɛl
35987	MizoLushai	cloud	the cloud	chhûm	tʃʰ û m	tʃʰ û m - ( - - - - - )	should be cognate with Japhug etc. *t(h) sometimes goes to chh in Lushai, eg chhâk 'spit'= 吐. LS			954				tʃʰ û m - - - - - -	tʃ a̰ m ⁵⁵ +
36588	SiniticBeijing		the cloud	jyɘn³⁵	j y ɘ n ³⁵	j y ɘ n ³⁵				1721	434	雲	the-434	j y ɘ n ³⁵	h u n ⁵⁵
36589	SiniticGuangzhou		the cloud	wɐn²¹	w ɐ n ²¹	w - ɐ n ²¹				1721	434	雲	the-434	w ɐ - n ²¹	h u n ⁵⁵
36590	SiniticChaozhou		the cloud	huŋ⁵⁵	h u ŋ ⁵⁵	h - u ŋ ⁵⁵				1721	434	雲	the-434	h u - ŋ ⁵⁵	h u n ⁵⁵
36591	SiniticLonggang		the cloud	vun²¹	v u n ²¹	v - u n ²¹				1721	434	雲	the-434	v u - n ²¹	h u n ⁵⁵
36592	SiniticJieyang		the cloud	huŋ⁵⁵	h u ŋ ⁵⁵	h - u ŋ ⁵⁵				1721	434	雲	the-434	h u - ŋ ⁵⁵	h u n ⁵⁵
36593	SiniticXingning		the cloud	ʐun²⁴	ʐ u n ²⁴	ʐ - u n ²⁴				1721	434	雲	the-434	ʐ u - n ²⁴	h u n ⁵⁵
20388	DengDarangTaraon	cloud	the cloud	ɑ³¹m̩⁵⁵	ɑ ³¹ ◦ m̩ ⁵⁵	- - - - - - - - - - - ɑ ³¹ ◦ m̩ - - - - ⁵⁵ - - - - - - - - - - - - - -	!			89				- - - - - ɑ - - - - ³¹ ◦ m̩ - - ⁵⁵	m u
21114	QiangicZhaba	cloud	the cloud	ʂtei¹³	ʂ t e i ¹³	ʂ t e i ¹³ - -	!			927				ʂ t e i - ¹³	z d i m
37614	NagaUkhrul	cloud	the cloud	muja	m u j a	- - - - - - - - - - - - - - m u - - - - - - - - j a - - - - - - - -				89				- - - - m u j - a - - - - - - -	m u
37815	KirantiHayu	cloud (n)	the cloud	kowal	k o w a l	k o w a l				2188				k o w a l	kowal
21907	TibetanXiahe	cloud	the cloud	ʂən	ʂ ə n	ʂ - - ə n - ( - - - - )				915				ʂ - - ə n - - - - -	tʂ ə n
38523	Rabha	cloud	the cloud	raŋ-kʰop	r a ŋ + kʰ o p					10335				r a ŋ + kʰ o p	raŋ-kʰop
22163	TibetanLhasa	cloud	the cloud	tʂĩ⁵⁵pə⁵⁵	tʂ ĩ ∼ ⁵⁵ ◦ p ə ⁵⁵	- tʂ - ĩ ∼ ⁵⁵ ( ◦ p ə ⁵⁵ )				915				- - tʂ ĩ ∼ ⁵⁵ ◦ p ə ⁵⁵	tʂ ə n
22907	JingphoJingpho	cloud	the cloud	să³³mui³³	s ă ³³ ◦ m u i ³³	s ă ³³ ◦ - - - - - - - - - - m u i - - ³³ - - - - - - - - - - - - - -				10307				s ă ³³ ◦ m u i ³³	să³³mui³³
23066	TaniBokar	cloud	the cloud	doŋ muk	d o ŋ + m u k	d o ŋ + - - - - - - - - - - m u - - - - - k - - - - - - - - - - - -				89				d o ŋ + m u k - - - - - - - - -	m u
23011	LoloishLisu	cloud	the cloud	mu̱³³ku⁵⁵	m u̱ ³³ ◦ k u ⁵⁵	- - - - - - - - - - - - - - m u̱ - - - ³³ ◦ k u ⁵⁵ - - - - - - - - - -				89				- - - - m u̱ - - - - ³³ ◦ k u - ⁵⁵	m u
38322	Karbi		the cloud	inghun	i ng h u n		from :cite:Walker1925, alternative word: niop<br>page in :cite:Walker1925 227			10334				i ng h u n	inghun
24044	TibetanAlike	cloud	the cloud	wtʂən	w tʂ ə n	- w tʂ ə n - ( - - - - )	!			915				- w tʂ ə n - - - - -	tʂ ə n
24356	DengYidu	cloud	the cloud	ɑ⁵⁵mu⁵⁵	ɑ ⁵⁵ ◦ m u ⁵⁵	- - - - - - - - - - - ɑ ⁵⁵ ◦ m u - - - ⁵⁵ - - - - - - - - - - - - - -				89				- - - - - ɑ - - - - ⁵⁵ ◦ m u - ⁵⁵	m u
1483	Tangut	cloud	the cloud	djɨ̣j²	d j ɨ̣ j ²				云	927		雲		- d j ɨ̣ j ²	z d i m
33244	TibetoKinauriByangsi	cloud	the cloud	kasa:	k a s aː	k a s aː				3768				k a s aː	kasa:
30783	SiniticOldChinese		the cloud	ɢʷən	ɢʷ ə n	ɢʷ - ə n -			云	1721		雲	the-434	ɢʷ ə - n -	h u n ⁵⁵
31124	BurmishOldBurmese		the cloud	tim	t i m	- t i - - m -				927				- t - i m -	z d i m
31576	KhroskyabsWobzi		the cloud	zdə̂m	z d ə̂ m	z d ə̂ - - m -				927				z d - ə̂ m -	z d i m
31829	ChepangChepang	cloud, fog	the cloud	mus	m u s	- - - - - - - - - - - - - - m u - - s - - - - - - - - - - - - - - -				89				- - - - m u s - - - - - - - - -	m u
32093	GaroGaro	cloud (n)	the cloud	ga-dil-a	g a + d i l + a	g a + d i l + a				3925				g a + d i l + a	ga-dil-a
32464	KirantiThulung		the cloud	khase	kh a s e	kh a s e				4070				kh a s e	khase
32667	ChinHakha	cloud (n.)	the cloud	khuadawm	kh u a d a w m	kh u a d a w m	[full entry: ]			4118				kh u a d a w m	khuadawm
#
16505	BodicTshangla	dew	the dew	ȵur	ȵ u r	ȵ u r				112				ȵ u r	ȵur
32968	TibetoKinauriBunan	dew	the dew	dzilpa	dz i l p a	- dz i l - ( - p a - - - - - )	Comment (by Widmer2014): «WT zil pa ~ *gzil pa»	tib[zil.pa]		10571				dz i l p a	dzilpa
33696	KirantiKulung	dew. (n.)	the dew	sɔNgerwa	s ɔ ŋ g e r w a	s ɔ ŋ g e r w a				655				s ɔ ŋ g e r w a	sɔNgerwa
33887	KirantiBantawa	dew	the dew	wacʰok	w a tsʰ o k	w a tsʰ o k				763				w a tsʰ o k	wacʰok
34974	BurmishRangoon	dew	the dew	n̥ɪ̃⁵⁵	n̥ ɪ̃ ∼ ⁵⁵	n̥ ɪ̃ ∼ ⁵⁵ ( - - - - )				1174	390			n̥ ɪ̃ ∼ - ⁵⁵ - - - -	ŋ a̰ n ⁵⁵
35004	BurmishAchang	dew	the dew	ʦhe³¹	tsʰ e ³¹	tsʰ e ³¹				1189	100		dew	tsʰ e ³¹	tsʰ ɛ ³¹
35235	BurmishXiandao	dew	the dew	ʦhɛ³¹	tsʰ ɛ ³¹	tsʰ ɛ ³¹				1189	100		dew	tsʰ ɛ ³¹	tsʰ ɛ ³¹
35281	BurmishBola	dew	the dew	ŋɛ̱̃⁵⁵	ŋ ɛ̰̃ ∼ ⁵⁵	ŋ ɛ̰̃ ∼ ⁵⁵ ( - - - - )				1174	390		icy-thing	ŋ ɛ̰̃ ∼ - ⁵⁵ - - - -	ŋ a̰ n ⁵⁵
33246	TibetoKinauriByangsi	dew-drops	the dew	ʃı̀l	ʃ ı̀ l	- ʃ ı̀ l - ( - - - - - - - - )				175				- ʃ ı̀ l - - - - -	s i ¹³ w a
35989	MizoLushai	dew	the dew	dai	d a i	d a i				1514				d a i	dai
36603	SiniticBeijing	dew	the dew	lu⁵¹ʂuir²¹⁴	l u ⁵¹ ʂ u i/r ²¹⁴	- l u - ⁵¹ - ( ʂ u i/r ²¹⁴ )			露水兒	1728	40 41	露水	the-40 _the-41	- - - - - l u - ⁵¹ ʂ u i/r ²¹⁴	l o ¹¹
36604	SiniticGuangzhou	dew	the dew	lou²²ʃøy³⁵	l o u ²² ʃ ø y ³⁵	- l o u ²² - ( ʃ ø y ³⁵ )			露水	1728	40 41	露水	the-40 _the-41	- - - - - l o u ²² ʃ ø y ³⁵	l o ¹¹
36605	SiniticChaozhou		the dew	lou¹¹	l o u ¹¹	- l o u ¹¹ - ( - - - - )				1728	40	露	the-40	- - - - - l o u ¹¹ - - - -	l o ¹¹
36606	SiniticLonggang		the dew	lu⁵⁵sʊy³²	l u ⁵⁵ s ʊ y ³²	- l u - ⁵⁵ - ( s ʊ y ³² )				1728	40 41	露水	the-40 _the-41	- - - - - l u - ⁵⁵ s ʊ y ³²	l o ¹¹
36607	SiniticJieyang		the dew	lou¹¹	l o u ¹¹	- l o u ¹¹ - ( - - - - )				1728	40	露	the-40	- - - - - l o u ¹¹ - - - -	l o ¹¹
36608	SiniticXingning		the dew	lu⁵³₅₅ʂui²¹	l u ⁵³₅₅ ʂ u i ²¹	- l u - ⁵³₅₅ - ( ʂ u i ²¹ )				1728	40 41	露水	the-40 _the-41	- - - - - l u - ⁵³₅₅ ʂ u i ²¹	l o ¹¹
20374	TibetanLhasa	dew	the dew	siː¹³pə⁵⁵	s iː ¹³ ◦ p ə ⁵⁵	- s iː - ¹³ ( ◦ p ə ⁵⁵ - - - - )				175				- s iː - ¹³ ◦ p ə ⁵⁵	s i ¹³ w a
33466	TibetoKinauriRongpo	dew	the dew	ɔ̃s	ɔ̃ s	ɔ̃ s		IA		10764				ɔ̃ s	ɔ̃s
19238	TibetanBatang	dew	the dew	si¹³tɕhᴜ⁵³	s i ¹³ ◦ tɕʰ ᴜ ⁵³	- s i - ¹³ ( - - - - ◦ tɕʰ ᴜ ⁵³ )				175				- s i - ¹³ ◦ tɕʰ ᴜ ⁵³	s i ¹³ w a
20914	TibetanLhasa	dew	the dew	siː¹³tɕhu⁵⁵	s iː ¹³ ◦ tɕʰ u ⁵⁵	- s iː - ¹³ ( - - - - ◦ tɕʰ u ⁵⁵ )				175				- s iː - ¹³ ◦ tɕʰ u ⁵⁵	s i ¹³ w a
21122	QiangicZhaba	dew	the dew	ʂʌ¹³	ʂ ʌ ¹³	ʂ ʌ ¹³				2011				ʂ ʌ ¹³	ʂʌ¹³
21123	QiangicZhaba	dew	the dew	ʂʌ³³ʐe⁵⁵	ʂ ʌ ³³ ◦ ʐ e ⁵⁵	- - - - - - - - - ʂ ʌ ³³ ◦ - - - - - - - - - - - ʐ e - ⁵⁵				10257				- ʂ ʌ - - - ³³ - - ◦ ʐ e ⁵⁵	
38216	Tangut		the dew	zər	z ə r			tib zil		10824		露		z ə r	zər
38528	Rabha	dew	the dew	pram-tʃi	p r a m + tʃ i					10520				p r a m + tʃ i	pram-tʃi
23019	LoloishLisu	dew	the dew	tɕi⁵⁵ʑi̱³³	tɕ i ⁵⁵ ◦ ʑ i̱ ³³	tɕ i ⁵⁵ ◦ - - - - - - - - - - - - - - - - ʑ - - - - i̱ - ³³				10257				- tɕ i - - - ⁵⁵ - - ◦ ʑ i̱ ³³	
23076	TaniBokar	dew	the dew	ɕu gum	ɕ u + g u m	ɕ u + g u m				2578				ɕ u + g u m	ɕu gum
30795	SiniticOldChinese		the dew	prˤak←s	p rˤ a k + s	p rˤ a k + s ( - - - - )			結露	1728		露	the-40 _s-suffix	p rˤ a k + s - - - - - - -	l o ¹¹
35185	BurmishLashi	dew	the dew	ŋa̱n³³tʃu⁵⁵	ŋ a̰ n ³³ + tʃ u ⁵⁵	ŋ a̰ n ³³ ( + tʃ u ⁵⁵ )				1174	390 1317		icy-thing dew	ŋ a̰ n - ³³ + tʃ u ⁵⁵	ŋ a̰ n ⁵⁵
24023	rGyalrongDaofu	dew	the dew	rze	r z e	- - - - - - - - - - - - - - - - - - - - - - - r z e - -	!			10257				r z - - - e - - - - - - -	
24052	TibetanAlike	dew	the dew	wsi wæ	w s i _ w æ	w s i - - ( - - - - _ w æ - )	!			175				w s i - _ - w æ -	s i ¹³ w a
24364	DengYidu	dew	the dew	tɕi⁵⁵ɑ³¹ɹoŋ³⁵	tɕ i ⁵⁵ ◦ ɑ ³¹ ◦ ɹ o ŋ ³⁵	tɕ i ⁵⁵ ◦ ɑ ³¹ ◦ ɹ o ŋ ³⁵	!			2869				tɕ i ⁵⁵ ◦ ɑ ³¹ ◦ ɹ o ŋ ³⁵	tɕi⁵⁵ɑ³¹ɹoŋ³⁵
24436	TibetanXiahe	dew	the dew	si wa	s i _ w a	- s i - - ( _ w a - - - - - )				175				- s i - _ - w a -	s i ¹³ w a
19019	NungicDulong	dew	the dew	nam³¹klaŋ⁵³	n a m ³¹ + k l a ŋ ⁵³	n a m ³¹ + k l a ŋ ⁵³				3972				n a m ³¹ + k l a ŋ ⁵³	nam³¹klaŋ⁵³
