# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	ALMS	NOTE	BORROWING	CHINESE	COGID	COGS	HANZI	MORPHEME_STRUCTURE
19333	TibetanBatang	blood	the blood	tʂhɑʔ⁵³	tʂh ɑ ʔ ⁵³	tʂh - ɑ ʔ ⁵³				541			
36558	SiniticBeijing		the blood	ɕie²¹⁴	ɕ i e ²¹⁴	ɕ i e - ²¹⁴				1715	372	血	the-372
36559	SiniticGuangzhou		the blood	hyt³	h y t ³	h y - t ³				1715	372	血	the-372
36561	SiniticLonggang		the blood	hɛt³	h ɛ t ³	h ɛ - t ³				1715	372	血	the-372
36562	SiniticJieyang		the blood	huɛʔ²	h u ɛ ʔ ²	h u ɛ ʔ ²				1715	372	血	the-372
36563	SiniticXingning		the blood	ʂɛʔ²	ʂ ɛ ʔ ²	ʂ ɛ - ʔ ²				1715	372	血	the-372
775	KirantiLimbu	blood	the blood	makkhi	m a k kʰ i	( m a k - - - - - - - - - - - - - - - ) kʰ - i - - ( - - - - - )			血	29704		血	
21205	QiangicZhaba	blood	the blood	ɕhʌ¹³	ɕh ʌ ¹³	( - - - - - - - - - - - - - - - - - - ) ɕh - ʌ - - ( ¹³ - - - - )				29703			
21336	DengDarangTaraon	blood	the blood	xɑ³¹ɹuɑi⁵³	x ɑ ³¹ ◦ ɹ u ɑ i ⁵³	x ɑ ³¹ ◦ ɹ u ɑ i ⁵³				2129			
38770	BurmishAtsi		the blood	sui²¹	s u i ²¹	s u i ²¹				29703			
33460	TibetoKinauriRongpo	blood	the blood	ʃuı̃	ʃ u ı̃	( - - - - - - - - - - - - - - - - - - ) ʃ - u ı̃ - ( - - - - - )				29703			
33688	KirantiKulung	blood (n.)	the blood	hi	h i	( - - - - - - - - - - - - - - - - - - ) h - i - - ( - - - - - )	Nepali: ragat. (Tolsma1999)			29703			
21991	TibetanXiahe	blood	the blood	tɕhaχ	tɕh a χ	tɕh - a χ -				541			
38446	Karbi		the blood	vī	v ī		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «avi» (page: 208)			29703			
38551	Rabha	blood	the blood	sí	s í					29703			
38725	BurmishLashi		the blood	sui⁵⁵	s u i ⁵⁵	s u i ⁵⁵				29703			
36560	SiniticChaozhou		the blood	huɛʔ²	h u ɛ ʔ ²	h u ɛ ʔ ²				1715	372	血	the-372
23115	LoloishLisu	blood	the blood	si³¹	s i ³¹	( - - - - - - - - - - - - - - - - - - ) s - i - - ( ³¹ - - - - )				29703			
23168	TaniBokar	blood	the blood	u jiː	u + j iː	( - - - - - - - - u + - - - - - - - - ) j - iː - - ( - - - - - )				29703			
774	KirantiKhaling	blood	the blood	hi	h i	( - - - - - - - - - - - - - - - - - - ) h - i - - ( - - - - - )			血	29703		血	
23806	DengYidu	blood	the blood	i⁵⁵ɹu⁵⁵	i ⁵⁵ ◦ ɹ u ⁵⁵	- i ⁵⁵ ◦ ɹ u - - ⁵⁵				2129			
24124	TibetanAlike	blood	the blood	cçhak	cçh a k	cçh - a k -	!			541			
35754	KirantiBahing	blood (n)	the blood	hysi	h y s i	( - - - - - - - - - - - - - h y - - - ) s - i - - ( - - - - - )				29703			
32083	GaroGaro	blood (n)	the blood	han•-chi	h a n ʔ + ch i	( - - - h a n ʔ + - - - - - - - - - - ) ch - i - - ( - - - - - )				29703			
37608	NagaUkhrul	blood	the blood	ʔa-ʃi	ʔ a + ʃ i	( - - - - - - - - - - ʔ a + - - - - - ) ʃ - i - - ( - - - - - )				29703			
37811	KirantiHayu	blood (n)	the blood	yi	j i	( - - - - - - - - - - - - - - - - - - ) j - i - - ( - - - - - )				29703			
30773	SiniticOldChinese		the blood	m̥ˤik	m̥ˤ i k	m̥ˤ i - k -			血	1715		血	the-372
31119	BurmishOldBurmese		the blood	suyḥ	s u j ḥ	( - - - - - - - - - - - - - - - - - - ) s - u j ḥ ( - - - - - )				29703			
31566	KhroskyabsWobzi		the blood	sə̂	s ə̂	( - - - - - - - - - - - - - - - - - - ) s - ə̂ - - ( - - - - - )				29703			
38698	BurmishAchang		the blood	sui³¹	s u i ³¹	s u i ³¹				29703			
31821	ChepangChepang	blood (B)	the blood	wi	w i	( - - - - - - - - - - - - - - - - - - ) w - i - - ( - - - - - )				29703			
35981	MizoLushai	blood	the blood	thi	tʰ i	( - - - - - - - - - - - - - - - - - - ) tʰ i - - - ( - - - - - )				29703			
38724	BurmishXiandao		the blood	sui³¹	s u i ³¹	s u i ³¹				29703			
32458	KirantiThulung		the blood	si:si	s iː s i	( - - - - - - - - - - - - - - - - - - ) s - iː - - ( - - s i - )				29703			
32656	ChinHakha	blood (n.)	the blood	thisen	th î	( - - - - - - - - - - - - - - - - - - ) th - î - - ( - - - - - )				29703			
#
16577	BodicTshangla	bone	the bone	khaŋ	kʰ a ŋ	kʰ a ŋ				169			
16606	TibetanAlike	bone	the bone	rə pæ	r ə _ p æ	( - - - - - - - - ) - r ə - - - ( - ) - ( - _ p æ - - - - - - - - - - - - - - - - - - - )				2			
33098	TibetoKinauriBunan	bone	the bone	ruspa	r u s p a	( - - - - - - - - ) - r u s - - ( - ) - ( - p a - - - - - - - - - - - - - - - - - - - - )	Comment (by Widmer2014): «WT rus pa / PTB *rus»	tib[rus.pa]		29803			
920	TibetanOldTibetan	bone	the bone	rus	r u s	( - - - - - - - - ) - r u s - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )			骨头	2		骨	
33690	KirantiKulung	bone (n.)	the bone	tupri	t u p r i	t u p r i	Nepali: hāḍ. (Tolsma1999)			651			
933	KirantiKhaling	bone	the bone	solo	s o l o	s o l o			骨头	658		骨	
934	KirantiLimbu	bone	the bone	yɛt	j ɛ t	( - - - - - - - - ) - j ɛ t - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )			骨头	2		骨	
949	rGyalrongJaphug	bone	the bone	ɕɤrɯ	ɕ ɤ r ɯ	( - - - - - ɕ ɤ - ) - r ɯ - - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )			骨头	2		骨	
17417	rGyalrongMaerkang	bone	the bone	ʃɐ rə	ʃ ɐ _ r ə	( - - - - - ʃ ɐ _ ) - r ə - - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )	!			2			
19336	TibetanBatang	bone	the bone	ʐᴜ¹³pa⁵³	ʐ ᴜ ¹³ ◦ p a ⁵³	( - - - - - - - - ) - ʐ ᴜ - - - ( - ) ¹³ ( ◦ p a ⁵³ - - - - - - - - - - - - - - - - - - - )				2			
17724	TibetanLhasa	bone	the bone	ry⁵⁵ko⁵²	r y ⁵⁵ ◦ k o ⁵²	( - - - - - - - - ) - r y - - - ( - ) ⁵⁵ ( - ◦ k o ⁵² - - - - - - - - - - - - - - - - - - )				2			
34253	BurmishBola	bone	the bone	ʃă³⁵u³¹	ʃ ă ³⁵ + u ³¹	( - - - - ʃ ă ³⁵ + ) - - u - - - ( ³¹ ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				2	107 109		meat bone
34254	BurmishLashi	bone	the bone	ʃŏ⁵⁵jou³³	ʃ ŏ ⁵⁵ + j o u ³³	( - - - - ʃ ŏ ⁵⁵ + ) - j o - - u ( ³³ ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				2	107 109		meat bone
18648	rGyalrongDaofu	bone	the bone	rə ra	r ə + r a	( - - - - - - - - ) - r ə - - - ( - ) - ( - - - - - + r a - - - - - - - - - - - - - - - )				2			
35098	BurmishRangoon		the bone	ɑ⁵³jo⁵⁵	ɑ ⁵³ + j o ⁵⁵	( - ɑ ⁵³ + - - - - ) - j o - - - ( ⁵⁵ ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				2	108 109		
19096	NungicDulong	bone	the bone	ɑŋ⁵⁵ɹɯ⁵⁵	ɑ ŋ ⁵⁵ + ɹ ɯ ⁵⁵	( - ɑ ŋ ⁵⁵ + - - - ) - ɹ ɯ - - - ( ⁵⁵ ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				2			
33240	TibetoKinauriByangsi	bone	the bone	rɛ̀	r ɛ̀	( - - - - - - - - ) - r ɛ̀ - - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				2			
35984	MizoLushai	bone	the bone	ruh	r u h	( - - - - - - - - ) - r u h - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				2			
36570	SiniticBeijing		the bone	ku²¹⁴₃₅tʰou⁰	k u ²¹⁴₃₅ tʰ o u ⁰	k - u - ²¹⁴₃₅ ( tʰ o u ⁰ )				1716	384 384	骨頭	_the-384 the-384
36571	SiniticGuangzhou		the bone	kwɐt⁵tʰɐu²¹	k w ɐ t ⁵ tʰ ɐ u ²¹	k w ɐ t ⁵ ( tʰ ɐ u ²¹ )				1716	384 385	骨頭	the-384 _the-385
36572	SiniticChaozhou		the bone	kuʔ²	k u ʔ ²	k - u ʔ ² ( - - - - )				1716	384	骨	the-384
36573	SiniticLonggang		the bone	kut³	k u t ³	k - u t ³ ( - - - - )				1716	384	骨	the-384
36574	SiniticJieyang		the bone	kuʔ²	k u ʔ ²	k - u ʔ ² ( - - - - )				1716	384	骨	the-384
36575	SiniticXingning		the bone	kuʔʲ²tʰiu²¹	k u ʔʲ ² tʰ i u ²¹	k - u ʔʲ ² ( tʰ i u ²¹ )				1716	384 385	骨頭	the-384 _the-385
33461	TibetoKinauriRongpo	bone	the bone	haRkɔ	h a ɽ k ɔ	h a ɽ k ɔ		nepali हाड		29979			
20949	TibetanLhasa	bone	the bone	ry¹³pə⁵⁵	r y ¹³ ◦ p ə ⁵⁵	( - - - - - - - - ) - r y - - - ( - ) ¹³ ( - ◦ p ə ⁵⁵ - - - - - - - - - - - - - - - - - - )				2			
21160	LoloishLisu	bone	the bone	o̱³¹to̱³³	o̱ ³¹ ◦ t o̱ ³³	( - - - - - - - - ) - - o̱ - - - ( ³¹ ) - ( - - - - - - - - - - - - - - - - - - - ◦ t o̱ ³³ )				2			
21210	QiangicZhaba	bone	the bone	ɕə⁵⁵|ʐə⁵⁵	ɕ ə ⁵⁵ ◦ ʐ ə ⁵⁵	( - - - - ɕ ə ⁵⁵ ◦ ) - ʐ ə - - - ( ⁵⁵ ) - ( - - - - - - - - - - - - - - - - - - - - - - - )	!			2			
37610	NagaUkhrul	bone	the bone	ʔa-ru-kuj	ʔ a + r u + k u j	( ʔ a + - - - - - ) - r u - - - ( - ) - ( - - - - - - - - - - + k u j - - - - - - - - - )				2			
21339	DengDarangTaraon	bone	the bone	ɹɯ³¹boŋ³⁵	ɹ ɯ ³¹ ◦ b o ŋ ³⁵	( - - - - - - - - ) - ɹ ɯ - - - ( ³¹ ) - ( - - - - - - - - - - - - - - ◦ b o ŋ ³⁵ - - - - )				2			
37813	KirantiHayu	bone (n)	the bone	ru	r u	( - - - - - - - - ) - r u - - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				2			
38450	Karbi		the bone	+repī	+ r e p ī		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «repi» (page: 210)			10327			
38552	Rabha	bone	the bone	kiŋ-dzuŋ	k i ŋ + dz u ŋ					10328			
38726	BurmishXiandao		the bone	a³¹ʐau³¹	a ³¹ ʐ a u ³¹	a ³¹ ʐ a u ³¹				2			
38771	BurmishAtsi		the bone	ʃŏ²¹vui²¹	ʃ ŏ ²¹ + v u i ²¹	ʃ ŏ ²¹ + v u i ²¹				2			
31121	BurmishOldBurmese		the bone	ruiwḥ	r ui w ḥ	( - - - - - - - - ) - r ui w ḥ - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				2			
33874	KirantiBantawa	bone	the bone	yɨwa	j ɨ w a	( - - - - - - - - ) - j ɨ - - - ( - ) - ( - - w a - - - - - - - - - - - - - - - - - - - )				2			
23257	TibetanXiahe	bone	the bone	rə pa	r ə _ p a	( - - - - - - - - ) - r ə - - - ( - ) - ( - _ p a - - - - - - - - - - - - - - - - - - - )				2			
35756	KirantiBahing	bone (n)	the bone	ryse	r y s e	( - - - - - - - - ) - r y - - - ( - ) - ( - - - - - - - - s e - - - - - - - - - - - - - )				2			
34255	BurmishMaru	bone	the bone	ʃŏ³⁵ɣuk⁵⁵	ʃ ŏ ³⁵ + ɣ u k ⁵⁵	( - - - - ʃ ŏ ³⁵ + ) - ɣ u - - k ( ⁵⁵ ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				2	107 109		meat bone
953	Tangut	bone	the bone	rjɨr¹	r j ɨ r ¹				骨头	2		骨	
30776	SiniticOldChinese		the bone	kˤut	kˤ u t	kˤ - u t - ( - - - - )			骨头	1716		骨	the-384
18841	JingphoJingpho	bone	the bone	n³¹|ʒa³³	n ³¹ ◦ ʒ a ³³	n ³¹ ◦ ʒ a ³³	!			3687			
31569	KhroskyabsWobzi		the bone	ɕɑrə́	ɕ ɑ r ə́	( - - - - ɕ ɑ - - ) - r ə́ - - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				2			
38699	BurmishAchang		the bone	a³¹ʐau³¹	a ³¹ ʐ a u ³¹	a ³¹ ʐ a u ³¹				2			
31823	ChepangChepang	bone (long), upper bone of arm, leg	the bone	yo.liŋ	j o + l i ŋ	j o + l i ŋ				3798			
31824	ChepangChepang	bone; hard matter in animal, tree	the bone	hrus	h r u s	( - - - - - - - - ) h r u s - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				2			
15675	TaniBokar	bone	the bone	loŋ poŋ	l o ŋ + p o ŋ	l o ŋ + p o ŋ				3908			
32086	GaroGaro	bone (n)	the bone	greng	g r e n g	g r e n g				3921			
32460	KirantiThulung		the bone	ser	s e r	s e r				4069			
32659	ChinHakha	bone (n.)	the bone	ruh	r u ʔ	( - - - - - - - - ) - r u ʔ - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				2			
#
16613	JingphoJingpho	branch / twig	the branch	lă³¹kji̱ŋ³¹	l ă ³¹ ◦ k j i̱ ŋ ³¹	l ă ³¹ - - - - ◦ k j i̱ ŋ ³¹	Probably not from *kjaŋ and so distinct from Atsi-Achang. Vowel !			29705			
33038	TibetoKinauriBunan	branch	the branch	laŋgjak	l a ŋ g j a k	- - - - - - - - - - - - - - l a ŋ g j a k -	Comment (by Widmer2014): «WT yal ga ~ *yal gag / PTB *gak»			233			
16725	BodicTshangla	branch / twig	the branch	da ka	d a _ k a	d a _ k a				284			
33241	TibetoKinauriByangsi	branch of tree	the branch	d5ali	d̺ a l i	d̺ a l i		IA		29814			
16930	rGyalrongDaofu	branch / twig	the branch	qa rvɐ	q a + r v ɐ	q a + r v ɐ	!			410			
973	TibetanOldTibetan		the branch	jal.ga	j a l + g a	- - - - j a l - + g a -				10265			
1002	rGyalrongJaphug		the branch	tɤ-rtaʁ	t ɤ ◦ r t a ʁ	t ɤ ◦ r t a ʁ				693			
33875	KirantiBantawa	branch, leaf	the branch	kusi	k u s i	k u s i				751			
17496	DengDarangTaraon	branch / twig	the branch	xɑ³¹ɹɑ⁵³	x ɑ ³¹ ◦ ɹ ɑ ⁵³	x ɑ ³¹ ◦ ɹ ɑ ⁵³				756			
17600	rGyalrongMaerkang	branch / twig	the branch	tɐi jgɐ	t ɐ i _ j g ɐ	t ɐ i _ - j - - - g ɐ -	!			681			
34267	BurmishAchang	branch	the branch	ʂək⁵⁵kʐaŋ⁵⁵	ʂ ə k ⁵⁵ + k ʐ a ŋ ⁵⁵	- - - ʂ ə k ⁵⁵ + k ʐ a ŋ ⁵⁵				940	113 115		tree branch
34268	BurmishAtsi	branch	the branch	sik⁵⁵kja̱ŋ⁵¹	s i k ⁵⁵ + k j a̰ ŋ ⁵¹	- - - s i k ⁵⁵ + k j a̰ ŋ ⁵¹				940	113 115		tree branch
34269	BurmishBola	branch	the branch	sak⁵⁵ka̱ʔ⁵⁵	s a k ⁵⁵ + k a̰ ʔ ⁵⁵	- - - - s a - k ⁵⁵ - - - - + - - - k - a̰ ʔ ⁵⁵				233	113 114		tree branch
34270	BurmishLashi	branch	the branch	sə̱k⁵⁵kɔ̱ʔ⁵⁵	s ə̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵	- - - - s ə̰ - k ⁵⁵ - - - - + - - - k - ɔ̰ ʔ ⁵⁵				233	113 114		tree branch
17915	TibetanLhasa	branch / twig	the branch	jɛ¹³ka⁵⁵	j ɛ ¹³ ◦ k a ⁵⁵	- - - - j ɛ - ¹³ ◦ k a ⁵⁵				10265			
34780	BurmishRangoon		the branch	ɑ⁵³kɑ̃i⁵⁵ɑ⁵³kʰɛʔ⁴	ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴	ɑ ⁵³ - + k ɑ̃ i ∼ ⁵⁵ + - ɑ ⁵³ + - - - kʰ - ɛ ʔ ⁴				233	135 1026 135 114		
35465	BurmishXiandao	branch	the branch	ʂɯk⁵⁵xɔʔ⁵⁵	ʂ ɯ k ⁵⁵ + x ɔ ʔ ⁵⁵	- - - - ʂ ɯ - k ⁵⁵ - - - - + - - - x - ɔ ʔ ⁵⁵				233	113 114		tree branch
19250	NungicDulong	branch / twig	the branch	ɕiŋ⁵⁵lɑŋ⁵⁵	ɕ i ŋ ⁵⁵ + l ɑ ŋ ⁵⁵	ɕ i ŋ ⁵⁵ + l ɑ ŋ ⁵⁵				1346			
19541	TibetanBatang	branch / twig	the branch	lɑʔ²³¹	l ɑ ʔ ²³¹	l ɑ ʔ ²³¹ - - - -				1479			
36576	SiniticBeijing		the branch	ʂu⁵³tʂʅr⁵⁵	ʂ u ⁵³ tʂ ʅ/r ⁵⁵	( ʂ - u ⁵³ ) tʂ ʅ/r ⁵⁵ ( - - - )				1718	418 403	樹枝	_the-418 the-403
36577	SiniticGuangzhou		the branch	sy²²tsi⁵³₅₅	s y ²² ts i ⁵³₅₅	( s - y ²² ) ts i ⁵³₅₅ ( - - - )				1718	418 403	樹枝	_the-418 the-403
36578	SiniticChaozhou		the branch	tsʰiu¹¹ki³³	tsʰ i u ¹¹ k i ³³	( tsʰ i u ¹¹ ) k i ³³ ( - - - )				1718	418 403	樹枝	_the-418 the-403
36579	SiniticLonggang		the branch	a³³tsʰa³³	a ³³ tsʰ a ³³	a ³³ tsʰ a ³³				2535	399 402	椏杈	_the-399 the-402
36580	SiniticJieyang		the branch	tsʰiu¹¹ki³³	tsʰ i u ¹¹ k i ³³	( tsʰ i u ¹¹ ) k i ³³ ( - - - )				1718	418 403	樹枝	_the-418 the-403
37611	NagaUkhrul	branch	the branch	ʔa-pʰaŋ	ʔ a + pʰ a ŋ	ʔ a + pʰ a ŋ				2062			
37612	NagaUkhrul	branch	the branch	ʔa-sa	ʔ a + s a	ʔ a + s a				2063			
33691	KirantiKulung	branch of a tree (n.)	the branch	gem	g e m	g - e m	Nepali: hāṃgā. (Tolsma1999)			652			
38438	Karbi		the branch	+rō	+ r ō		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «pheke» (page: 211)			10329			
22154	TibetanXiahe	branch / twig	the branch	ra ʁa	r a _ ʁ a	- - - - r a - _ - - ʁ a				10265			
38573	Rabha	branch / twig	the branch	da-lai	d a + l ai			IA		30043			
36581	SiniticXingning		the branch	ki³⁵pʰa³¹	k i ³⁵ pʰ a ³¹	( - - - - ) k i ³⁵ ( pʰ a ³¹ )				1718	403 410	枝囗	the-403 _the-410
23280	LoloishLisu	branch / twig	the branch	si³⁵lɛ̱³¹kɑ⁵⁵	s i ³⁵ l ɛ̱ ³¹ k ɑ ⁵⁵	- - - - s i - - ³⁵ - l ɛ̱ ³¹ - - - - k - ɑ - ⁵⁵				233			
24608	DengYidu	branch / twig	the branch	hɑ⁵⁵ɹo⁵³	h ɑ ⁵⁵ ◦ ɹ o ⁵³	h ɑ ⁵⁵ ◦ ɹ o ⁵³				756			
24699	QiangicZhaba	branch / twig	the branch	ja⁵⁵ja⁵⁵	j a ⁵⁵ ◦ j a ⁵⁵	- - - - j a - ⁵⁵ ◦ j a ⁵⁵		tib yal?		30069			
23345	TaniBokar	branch / twig	the branch	a ɦok	a + ɦ o k	a + ɦ o k				2643			
34271	BurmishMaru	branch	the branch	sa̱k⁵⁵kɔ̱ʔ⁵⁵	s a̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵	- - - - s a̰ - k ⁵⁵ - - - - + - - - k - ɔ̰ ʔ ⁵⁵				233	113 114		tree branch
25490	TibetanAlike	branch / twig	the branch	ra ɣa	r a _ ɣ a	- - - - r a _ - - ɣ a -				10265			
32087	GaroGaro	branch; twig (n)	the branch	bi-pek	b i p e k	b i p e k				3922			
30777	SiniticOldChinese		the branch	ke	k e	( - - - - ) k e - ( - - - )			树枝	1718		枝	the-403
31122	BurmishOldBurmese		the branch	a◦khak	a + kh a k	- - a + - - - - - - - - - - - - - kh - a k -				233			
31521	KirantiKhaling		the branch	ghrēm	gh r ē m	gh r ē m				652			
31570	KhroskyabsWobzi		the branch	jælgɑ́	j æ l g ɑ́	- - - - j æ l - - g ɑ́ -		tib		30119			
38113	Tangut		the branch	.war	. w a r	. w a r				410			
35985	MizoLushai	branch (n)	the branch	thing◦zâr	tʰ i ŋ + z â r	tʰ i ŋ + z â r				1512			
32461	KirantiThulung		the branch	grem	g r e m	g r e m				652			
32661	ChinHakha	branch (n.)	the branch	thingnge ; ttengnge	th i ng ng e	th i ng ng e				4115			
#
16400	JingphoJingpho	breast	the breast (female)	tʃu̱ʔ⁵⁵kă³¹paŋ³³	tʃ u̱ ʔ ⁵⁵ ◦ k ă ³¹ ◦ p a ŋ ³³	tʃ u̱ ʔ ⁵⁵ ◦ k ă ³¹ ◦ p a ŋ ³³	!			3923			
33050	TibetoKinauriBunan	breast (female)	the breast (female)	mama	m a m a	m a m a	Comment (by Widmer2014): «WT nu ma»			243			
33462	TibetoKinauriRongpo	breast	the breast (female)	apu	a p u	a p u				503			
33692	KirantiKulung	female breast (n.)	the breast (female)	cu	tʃ u	( - - - ) tʃ u - ( - - - - - - - - - - )	Nepali: dudh. (Tolsma1999)			17			
17393	rGyalrongMaerkang	breast	the breast (female)	tə nu	t ə _ n u	( - - - t ə _ ) n u - - - ( - - - - - - - - - - - - - - - - - - - - )				10186			
1039	KirantiKhaling	breasts	the breast (female)	nʉs	n ʉ s	( - - - - - - ) n ʉ - - s ( - - - - - - - - - - - - - - - - - - - - )			乳房	10186		乳	
1040	KirantiLimbu	breasts	the breast (female)	nu	n u	( - - - - - - ) n u - - - ( - - - - - - - - - - - - - - - - - - - - )			乳房	10186		乳	
1055	rGyalrongJaphug	breasts	the breast (female)	tɯ-nɯ	t ɯ ◦ n ɯ	( - - - t ɯ ◦ ) n ɯ - - - ( - - - - - - - - - - - - - - - - - - - - )			乳房	10186		乳	
1059	Tangut	breasts	the breast (female)	ner²	n e r ²				乳房	10185		乳	
33876	KirantiBantawa	milk (human, cows, any); also used for breast	the breast (female)	duda	d u d a	d u d a				752			
34703	BurmishRangoon		the breast (female)	no⁵³õ²²	n o ⁵³ + õ ∼ ²²	( - - - - - - ) n o - - - ( ⁵³ - - - - - - - - - - - - - - - + õ ∼ ²² )				10186	116 117		
18628	rGyalrongDaofu	breast	the breast (female)	nu nu	n u + n u	( - - - - - - ) n u - - - ( - + n u - - - - - - - - - - - - - - - - )				10186			
19067	NungicDulong	breast	the breast (female)	nuŋ⁵⁵	n u ŋ ⁵⁵	( - - - - - - ) n u - ŋ - ( ⁵⁵ - - - - - - - - - - - - - - - - - - - )				10186			
35986	MizoLushai	breast	the breast (female)	hnu◦tê	n̥ u + t ê	( - - - - - - ) n̥ u - - - ( - + t ê - - - - - - - - - - - - - - - - )				10186			
36583	SiniticGuangzhou		the breast (female)	nin⁵⁵	n i n ⁵⁵	n i n ⁵⁵ ( - - - )				10148	429	囗	the-429
36585	SiniticLonggang		the breast (female)	lɛn⁵⁵ku³³	l ɛ n ⁵⁵ k u ³³	l ɛ n ⁵⁵ ( k u ³³ )	mattis-5 yunfan-3			10148	429 430	囗囗	the-429 _the-430
36586	SiniticJieyang		the breast (female)	ni³⁵	n i ³⁵	n i ³⁵ - ( - - - )				1720	433	奶	the-433
36587	SiniticXingning		the breast (female)	niŋ⁵³ku⁴⁵	n i ŋ ⁵³ k u ⁴⁵	n i ŋ ⁵³ ( k u ⁴⁵ )	mattis-5 yunfan-3			10148	429 430	口口	the-429 _the-430
20933	BodicTshangla	breast	the breast (female)	nu	n u	( - - - - - - ) n u - - - ( - - - - - - - - - - - - - - - - - - - - )				10186			
21036	LoloishLisu	breast	the breast (female)	ɑ⁵⁵tʃi³⁵	ɑ ⁵⁵ ◦ tʃ i ³⁵	( ɑ ⁵⁵ ◦ ) tʃ i ³⁵ ( - - - - - - - - - - )				17			
21178	QiangicZhaba	breast	the breast (female)	nə⁵⁵nə⁵⁵	n ə ⁵⁵ ◦ n ə ⁵⁵	( - - - - - - ) n ə - - - ( ⁵⁵ ◦ n ə ⁵⁵ - - - - - - - - - - - - - - - )				10186			
21312	DengDarangTaraon	breast	the breast (female)	ȵi⁵⁵khɑ³¹bi³⁵	ȵ i ⁵⁵ ◦ kh ɑ ³¹ ◦ b i ³⁵	( - - - - - - ) ȵ i - - - ( ⁵⁵ - - - - - - - ◦ kh ɑ ³¹ ◦ b i ³⁵ - - - - )				10186			
37814	KirantiHayu	breast, nipple (n)	the breast (female)	tshux◦tsu	tsʰ u x + ts u	tsʰ u x + ts u				2187			
21466	TibetanBatang	breast	the breast (female)	ȵɑ⁵⁵ȵɑʔ⁵³	ȵ ɑ ⁵⁵ ◦ ȵ ɑ ʔ ⁵³	( - - - - - - ) ȵ ɑ - - - ( ⁵⁵ ◦ ȵ ɑ ʔ - - ⁵³ - - - - - - - - - - - - )				10186			
21966	TibetanXiahe	breast	the breast (female)	nə ma	n ə _ m a	( - - - - - - ) n ə - - - ( - - - - - _ m a - - - - - - - - - - - - )				10186			
38451	Karbi		the breast (female)	+mōk	+ m ō k		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «mok, ning» (page: 212)			10330			
38545	Rabha	breast	the breast (female)	nú	n ú					10186			
38715	BurmishAchang		the breast (female)	nau³⁵tʂu³⁵	n a u ³⁵ + tʂ u ³⁵	n a u ³⁵ + tʂ u ³⁵				10186			
38727	BurmishXiandao		the breast (female)	ɲɔn³⁵	ɲ ɔ n ³⁵	ɲ ɔ n ³⁵				10186			
38772	BurmishAtsi		the breast (female)	nau⁵⁵	n a u ⁵⁵	n a u ⁵⁵				10186			
36582	SiniticBeijing		the breast (female)	tsar⁵⁵	ts a/r ⁵⁵	ts a/r ⁵⁵				1719	426	囗	the-426
36584	SiniticChaozhou		the breast (female)	ni³⁵	n i ³⁵	n i ³⁵ - ( - - - )				1720	433	奶	the-433
1026	TibetanOldTibetan	breasts	the breast (female)	nu.ma	n u m a	( - - - - - - ) n u - - - ( - - - - - - m a - - - - - - - - - - - - )			乳房	10186		乳	
23142	TaniBokar	breast	the breast (female)	a tɕuː	a + tɕ uː	( a - + ) tɕ uː - ( - - - - - - - - - - )				17			
24104	TibetanAlike	breast	the breast (female)	nə mæ	n ə _ m æ	( - - - - - - ) n ə - - - ( - - - - - _ m æ - - - - - - - - - - - - )				10186			
24415	DengYidu	breast	the breast (female)	ȵo⁵⁵bi³⁵	ȵ o ⁵⁵ ◦ b i ³⁵	( - - - - - - ) ȵ o - - - ( ⁵⁵ - - - - - - - - - - - ◦ b i ³⁵ - - - - )				10186			
34276	BurmishBola	breast	the breast (female)	nau³⁵	n a u ³⁵	( - - - - - - ) n a u - - ( ³⁵ - - - - - - - - - - - - - - - - - - - )				10186	116		breast-milk
