ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
4141	Yan-nhangu	yann1237	BURN		ɹæwakt̪in	ɹ æ w a k t̪ i n	r E w a k t i n	R V W V K T V N	R E W A K T I N	BURN:1708	1708
4142	Yandruwandha	yand1253	BURN		maŋga	m a ŋ g a	m a N g a	M V N K V	M A N K A	BURN:1724	1724
4143	Yandruwandha	yand1253	BURN		ŋartci	ŋ a r t c i	N a r t T i	N V R T K V	N A R T C I	BURN:1724	1724
4144	Yandruwandha	yand1253	BURN		t̪aŋkana	t̪ a ŋ k a n a	t a N k a n a	T V N K V N V	T A N K A N A	BURN:1724	1724
4147	Yawarawarga	yawa1258	BURN		pidlindɹi	p i d l i n d ɹ i	p i d l i n d r i	P V T R V N T R V	P I T L I N T R I	BURN:1739	1739
4149	Yindjibarndi	yind1247	BURN		gambagu	g a m b a g u	g a m b a g u	K V M P V K V	K A M P A K Y	BURN:1734	1734
4152	Yorta Yorta	yort1237	BURN		bajir	b a j i r	b a y i r	P V J V R	P A J I R	BURN:1744	1744
4154	Yulparitja	yulp1238	BURN		kampala	k a m p a l a	k a m p a l a	K V M P V R V	K A M P A L A	BURN:1734	1734
4155	Yuwaalaraay	yuwa1242	BURN		gajlaj	g a j l a j	g a y l a y	K V J R V J	K A J L A J	BURN:1731	1731
4156	Yuwaalaraay	yuwa1242	BURN		gud̪uwaj	g u d̪ u w a j	g u d u w a y	K V T V W V J	K Y T Y W A J	BURN:1731	1731
4157	Adnyamathanha	adny1235	CHEW		valjka	v a l j k a	v a l y k a	W V R J K V	B A L J K A	CHEW:1833	1833
4160	Sydney	sydn1236	CHEW		dcaŋa	d c a ŋ a	d T a N a	T K V N V	T C A N A	CHEW:1821	1821
4161	Dieri	dier1241	CHEW		mandataɹita	m a n d a t a ɹ i t a	m a n d a t a r i t a	M V N T V T V R V T V	M A N T A T A R I T A	CHEW:1828	1828
4162	Kumbainggar	kumb1268	CHEW		gaɹaɲca	g a ɹ a ɲ c a	g a r a H T a	K V R V N K V	K A R A N C A	CHEW:1838	1838
4163	Gurindji	guri1247	CHEW		murkːara_ŋaɳana	m u r kː a r a ŋ a ɳ a n a	m u r k a r a N a n a n a	M V R K V R V N V N V N V	M Y R K A R A N A N A N A	CHEW:1830	1830
4164	Sydney	sydn1236	CHEW		chaŋulah	c h a ŋ u l a h	T h a N u l a h	K H V N V R V H	C H A N Y L A H	CHEW:1821	1821
4165	Jaru	jaru1254	CHEW		dcaŋad_bana	d c a ŋ a d b a n a	d T a N a d b a n a	T K V N V T P V N V	T C A N A T P A N A	CHEW:1821	1821
4166	Kalkutung	kalk1246	CHEW		ica	i c a	i T a	V K V	I C A	CHEW:1825	1825
4167	Karadjeri	kara1476	CHEW		dcaŋi	d c a ŋ i	d T a N i	T K V N V	T C A N I	CHEW:1840	1840
4169	Kaurna	kaur1267	CHEW		paiaidi	p a i a i d i	p a i a i d i	P V V V V T V	P A I A I T I	CHEW:1834	1834
4170	Kukatja	kuka1246	CHEW		ŋala	ŋ a l a	N a l a	N V R V	N A L A	CHEW:1845	1845
4171	Kuku-Yalanji	kuku1273	CHEW		macal	m a c a l	m a T a l	M V K V R	M A C A L	CHEW:1827	1827
4173	Gurdjar	gurd1238	CHEW		lid̪alk	l i d̪ a l k	l i d a l k	R V T V R K	L I T A L K	CHEW:1839	1839
4174	Kala Lagaw Ya	kala1377	CHEW		nadai	n a d a i	n a d a i	N V T V V	N A T A I	CHEW:1824	1824
4178	Mudburra	mudb1240	CHEW		ɲaɲambi	ɲ a ɲ a m b i	H a H a m b i	N V N V M P V	N A N A M P I	CHEW:1832	1832
4181	Ngaanyatjarra	ngaa1240	CHEW		ɲultcaɹa	ɲ u l t c a ɹ a	H u l t T a r a	N V R T K V R V	N Y L T C A R A	CHEW:1846	1846
4182	Lower Riverland	lowe1402	CHEW		katːulːemun	k a tː u lː e m u n	k a t u l e m u n	K V T V R V M V N	K A T Y L E M Y N	CHEW:1836	1836
4183	Lower Riverland	lowe1402	CHEW		katːun	k a tː u n	k a t u n	K V T V N	K A T Y N	CHEW:1836	1836
4184	Ngarinman	ngar1235	CHEW		murgːara_ɲaɲa	m u r gː a r a ɲ a ɲ a	m u r g a r a H a H a	M V R K V R V N V N V	M Y R K A R A N A N A	CHEW:1830	1830
4185	Ngarluma	ngar1287	CHEW		bilja	b i l j a	b i l y a	P V R J V	P I L J A	CHEW:1843	1843
4186	Narrinyeri	narr1259	CHEW		takan	t a k a n	t a k a n	T V K V N	T A K A N	CHEW:1835	1835
4187	Northern Coastal Nyangumarta	nort2754	CHEW		capalj_pini	c a p a l j p i n i	T a p a l y p i n i	K V P V R J P V N V	C A P A L J P I N I	CHEW:1842	1842
4188	Nyangumarta	nyan1301	CHEW		capalj_pini	c a p a l j p i n i	T a p a l y p i n i	K V P V R J P V N V	C A P A L J P I N I	CHEW:1842	1842
4189	Nyunga	nyun1247	CHEW		algun	a l g u n	a l g u n	V R K V N	A L K Y N	CHEW:1829	1829
4190	Paakantyi	darl1243	CHEW		manda	m a n d a	m a n d a	M V N T V	M A N T A	CHEW:1828	1828
4192	Pitjantjatjara	pitj1243	CHEW		muŋuɳi	m u ŋ u ɳ i	m u N u n i	M V N V N V	M Y N Y N I	CHEW:1822	1822
4193	Dhalandji	dhal1245	CHEW		kaljalgin	k a l j a l g i n	k a l y a l g i n	K V R J V R K V N	K A L J A L K I N	CHEW:1826	1826
4198	Warlpiri	warl1254	CHEW		campaɭ	c a m p a ɭ	T a m p a L	K V M P V R	C A M P A L	CHEW:1823	1823
4199	Warumungu	waru1265	CHEW		punccan	p u n c c a n	p u n T T a n	P V N K K V N	P Y N C C A N	CHEW:1831	1831
4201	Yindjibarndi	yind1247	CHEW		muɲcugu	m u ɲ c u g u	m u H T u g u	M V N K V K V	M Y N C Y K Y	CHEW:1844	1844
4203	Yulparitja	yulp1238	CHEW		capulu_puwa	c a p u l u p u w a	T a p u l u p u w a	K V P V R V P V W V	C A P Y L Y P Y W A	CHEW:1823	1823
4204	Yuwaalaraay	yuwa1242	CHEW		ŋuːguːbali	ŋ uː g uː b a l i	N u g u b a l i	N V K V P V R V	N Y K Y P A L I	CHEW:1	1
4205	Adnyamathanha	adny1235	CHILD		jakaʈi	j a k a ʈ i	y a k a t i	J V K V T V	J A K A T I	CHILD:1873	1873
4207	Alyawarr	alya1239	CHILD		aleɹej	a l e ɹ e j	a l e r e y	V R V R V J	A L E R E J	CHILD:1897	1897
4210	Arabana	arab1267	CHILD		aɭuwa	a ɭ u w a	a L u w a	V R V W V	A L Y W A	CHILD:1894	1894
4214	Yugambeh-Bandjalang	band1339	CHILD		cahd̪am	c a h d̪ a m	T a h d a m	K V H T V M	C A H T A M	CHILD:1884	1884
4224	Dhangu	dhan1270	CHILD		jot̪u	j o t̪ u	y o t u	J V T V	J U T Y	CHILD:1856	1856
4229	Dhuwal	dhuw1249	CHILD		waku	w a k u	w a k u	W V K V	W A K Y	CHILD:1867	1867
4231	Dieri	dier1241	CHILD		kupa	k u p a	k u p a	K V P V	K Y P A	CHILD:1862	1862
4232	Dyaabugay	dyaa1242	CHILD		bibunbaj	b i b u n b a j	b i b u n b a y	P V P V N P V J	P I P Y N P A J	CHILD:1923	1923
4233	Djambarrpuyngu	djam1256	CHILD		jot̪u	j o t̪ u	y o t u	J V T V	J U T Y	CHILD:1856	1856
4235	Djinang	djin1253	CHILD		gurminaŋ	g u r m i n a ŋ	g u r m i n a N	K V R M V N V N	K Y R M I N A N	CHILD:1860	1860
4240	Gamilaraay	gami1243	CHILD		ŋamur	ŋ a m u r	N a m u r	N V M V R	N A M Y R	CHILD:1892	1892
4241	Gamilaraay	gami1243	CHILD		wurumaj	w u r u m a j	w u r u m a y	W V R V M V J	W Y R Y M A J	CHILD:1892	1892
4247	Kumbainggar	kumb1268	CHILD		maɹan	m a ɹ a n	m a r a n	M V R V N	M A R A N	CHILD:1910	1910
4250	Gupapuyngu	gupa1247	CHILD		jot̪u	j o t̪ u	y o t u	J V T V	J U T Y	CHILD:1856	1856
4251	Gurindji	guri1247	CHILD		kaɹu	k a ɹ u	k a r u	K V R V	K A R Y	CHILD:1876	1876
4254	Guyani	guya1249	CHILD		maɹkatci	m a ɹ k a t c i	m a r k a t T i	M V R K V T K V	M A R K A T C I	CHILD:1868	1868
4255	Sydney	sydn1236	CHILD		keɹaŋ	k e ɹ a ŋ	k e r a N	K V R V N	K E R A N	CHILD:1882	1882
4256	Sydney	sydn1236	CHILD		koɹoːŋ	k o ɹ oː ŋ	k o r o N	K V R V N	K U R U N	CHILD:1882	1882
4257	Sydney	sydn1236	CHILD		wonːi	w o nː i	w o n i	W V N V	W U N I	CHILD:1882	1882
4258	Jaru	jaru1254	CHILD		bilali	b i l a l i	b i l a l i	P V R V R V	P I L A L I	CHILD:1870	1870
4260	Djiwarli	djiw1241	CHILD		cuma	c u m a	T u m a	K V M V	C Y M A	CHILD:1906	1906
4262	Kalkutung	kalk1246	CHILD		n̪aur	n̪ a u r	n a u r	N V V R	N A Y R	CHILD:1891	1891
4263	Karadjeri	kara1476	CHILD		paʈaɲ	p a ʈ a ɲ	p a t a H	P V T V N	P A T A N	CHILD:1866	1866
4266	Kartujarra	kart1247	CHILD		cici	c i c i	T i T i	K V K V	C I C I	CHILD:1881	1881
4269	Kaurna	kaur1267	CHILD		ŋaʈo	ŋ a ʈ o	N a t o	N V T V	N A T U	CHILD:1869	1869
4274	Kukatja	kuka1246	CHILD		mama	m a m a	m a m a	M V M V	M A M A	CHILD:1938	1938
4275	Kuku-Yalanji	kuku1273	CHILD		karkaj	k a r k a j	k a r k a y	K V R K V J	K A R K A J	CHILD:1940	1940
4282	Gurdjar	gurd1238	CHILD		ɖaːciɹɣ	ɖ aː c i ɹ ɣ	d a T i r x	T V K V R K	T A C I R G	CHILD:1935	1935
4283	Kuuku-Ya'u	kuuk1238	CHILD		wupuju	w u p u j u	w u p u y u	W V P V J V	W Y P Y J Y	CHILD:1912	1912
4285	Kala Lagaw Ya	kala1377	CHILD		kaːzi	k aː z i	k a z i	K V S V	K A S I	CHILD:1919	1919
4292	Margany	marg1253	CHILD		gabun	g a b u n	g a b u n	K V P V N	K A P Y N	CHILD:1928	1928
4293	Martu Wangka	mart1256	CHILD		parka	p a r k a	p a r k a	P V R K V	P A R K A	CHILD:1889	1889
4310	Mudburra	mudb1240	CHILD		kaɹu	k a ɹ u	k a r u	K V R V	K A R Y	CHILD:1876	1876
4312	Muruwari	muru1266	CHILD		gudaɹa	g u d a ɹ a	g u d a r a	K V T V R V	K Y T A R A	CHILD:1883	1883
4315	Ngaanyatjarra	ngaa1240	CHILD		juɳtal	j u ɳ t a l	y u n t a l	J V N T V R	J Y N T A L	CHILD:1848	1848
4316	Ngaanyatjarra	ngaa1240	CHILD		katca	k a t c a	k a t T a	K V T K V	K A T C A	CHILD:1848	1848
4318	Lower Riverland	lowe1402	CHILD		ŋuilka	ŋ u i l k a	N u i l k a	N V V R K V	N Y I L K A	CHILD:1920	1920
4319	Lower Riverland	lowe1402	CHILD		ŋuilpo	ŋ u i l p o	N u i l p o	N V V R P V	N Y I L P U	CHILD:1920	1920
4320	Ngamini	ngam1284	CHILD		kupa	k u p a	k u p a	K V P V	K Y P A	CHILD:1862	1862
4323	Ngarinman	ngar1235	CHILD		gaɹu	g a ɹ u	g a r u	K V R V	K A R Y	CHILD:1876	1876
4325	Ngarluma	ngar1287	CHILD		maɲga	m a ɲ g a	m a H g a	M V N K V	M A N K A	CHILD:1898	1898
4326	Narrinyeri	narr1259	CHILD		puɹi	p u ɹ i	p u r i	P V R V	P Y R I	CHILD:1879	1879
4334	Northern Coastal Nyangumarta	nort2754	CHILD		japaɲkara	j a p a ɲ k a r a	y a p a H k a r a	J V P V N K V R V	J A P A N K A R A	CHILD:1887	1887
4335	Nyamal	nyam1271	CHILD		celia	c e l i a	T e l i a	K V R V V	C E L I A	CHILD:1925	1925
4336	Nyangumarta	nyan1301	CHILD		paʈaɲ	p a ʈ a ɲ	p a t a H	P V T V N	P A T A N	CHILD:1866	1866
4337	Nyunga	nyun1247	CHILD		goːlaŋgura	g oː l a ŋ g u r a	g o l a N g u r a	K V R V N K V R V	K U L A N K Y R A	CHILD:1865	1865
4338	Paakantyi	darl1243	CHILD		mobo	m o b o	m o b o	M V P V	M U P U	CHILD:1863	1863
4341	Panytyima	pany1241	CHILD		kubica	k u b i c a	k u b i T a	K V P V K V	K Y P I C A	CHILD:1862	1862
4342	Banggarla	bang1339	CHILD		kjceri	k j c e r i	k y T e r i	K J K V R V	K J C E R I	CHILD:1872	1872
4343	Bayungu	bayu1240	CHILD		kubucari	k u b u c a r i	k u b u T a r i	K V P V K V R V	K Y P Y C A R I	CHILD:1862	1862
4351	Pitjantjatjara	pitj1243	CHILD		katca	k a t c a	k a t T a	K V T K V	K A T C A	CHILD:1919	1919
4352	Pitta Pitta	pitt1247	CHILD		pitːa	p i tː a	p i t a	P V T V	P I T A	CHILD:1904	1904
4354	Ritarungo	rita1239	CHILD		cama	c a m a	T a m a	K V M V	C A M A	CHILD:1856	1856
4355	Dhalandji	dhal1245	CHILD		kubucu	k u b u c u	k u b u T u	K V P V K V	K Y P Y C Y	CHILD:1862	1862
4356	Dhargari	dhar1247	CHILD		cupa	c u p a	T u p a	K V P V	C Y P A	CHILD:1906	1906
4360	Wagaya	waga1260	CHILD		keɹewa	k e ɹ e w a	k e r e w a	K V R V W V	K E R E W A	CHILD:1914	1914
4367	Ngura	ngur1261	CHILD		waɹiwa	w a ɹ i w a	w a r i w a	W V R V W V	W A R I W A	CHILD:1875	1875
4373	Warlpiri	warl1254	CHILD		ŋalapi	ŋ a l a p i	N a l a p i	N V R V P V	N A L A P I	CHILD:1864	1864
4375	Wanman	wanm1242	CHILD		cici	c i c i	T i T i	K V K V	C I C I	CHILD:1881	1881
4376	Wariyangga	wari1262	CHILD		cumba	c u m b a	T u m b a	K V M P V	C Y M P A	CHILD:1906	1906
4377	Warumungu	waru1265	CHILD		kaʈikici	k a ʈ i k i c i	k a t i k i T i	K V T V K V K V	K A T I K I C I	CHILD:1876	1876
4379	Wathawurrung	wath1238	CHILD		babab	b a b a b	b a b a b	P V P V P	P A P A P	CHILD:1929	1929
4384	Wik-Mungkan	wikm1247	CHILD		t̪uw	t̪ u w	t u w	T V W	T Y W	CHILD:1905	1905
4385	Wiradhuri	wira1262	CHILD		guːd̪a	g uː d̪ a	g u d a	K V T V	K Y T A	CHILD:1883	1883
4386	Wirangu-Nauo	wira1260	CHILD		buldu	b u l d u	b u l d u	P V R T V	P Y L T Y	CHILD:1871	1871
4392	Yan-nhangu	yann1237	CHILD		ɹat̪a	ɹ a t̪ a	r a t a	R V T V	R A T A	CHILD:1859	1859
4393	Yandruwandha	yand1253	CHILD		muduwa	m u d u w a	m u d u w a	M V T V W V	M Y T Y W A	CHILD:1878	1878
4396	Yawarawarga	yawa1258	CHILD		bula	b u l a	b u l a	P V R V	P Y L A	CHILD:1896	1896
4398	Yindjibarndi	yind1247	CHILD		maŋguɭa	m a ŋ g u ɭ a	m a N g u L a	M V N K V R V	M A N K Y L A	CHILD:1898	1898
4402	Yorta Yorta	yort1237	CHILD		jaɹga	j a ɹ g a	y a r g a	J V R K V	J A R K A	CHILD:1908	1908
4403	Yorta Yorta	yort1237	CHILD		jalga	j a l g a	y a l g a	J V R K V	J A L K A	CHILD:1908	1908
4405	Yulparitja	yulp1238	CHILD		cici	c i c i	T i T i	K V K V	C I C I	CHILD:1881	1881
4406	Yuwaalaraay	yuwa1242	CHILD		milan	m i l a n	m i l a n	M V R V N	M I L A N	CHILD:1890	1890
4407	Adnyamathanha	adny1235	CLIMB		wica	w i c a	w i T a	W V K V	W I C A	CLIMB:1962	1962
4408	Alyawarr	alya1239	CLIMB		ŋanejel	ŋ a n e j e l	N a n e y e l	N V N V J V R	N A N E J E L	CLIMB:1979	1979
4409	Alyawarr	alya1239	CLIMB		iŋanejel	i ŋ a n e j e l	i N a n e y e l	V N V N V J V R	I N A N E J E L	CLIMB:1979	1979
4411	Arabana	arab1267	CLIMB		tawonkata	t a w o n k a t a	t a w o n k a t a	T V W V N K V T V	T A W U N K A T A	CLIMB:1965	1965
4414	Yugambeh-Bandjalang	band1339	CLIMB		wandi	w a n d i	w a n d i	W V N T V	W A N T I	CLIMB:1970	1970
4415	Yugambeh-Bandjalang	band1339	CLIMB		wandeh	w a n d e h	w a n d e h	W V N T V H	W A N T E H	CLIMB:1970	1970
4424	Dhangu	dhan1270	CLIMB		ɖuwaʈ	ɖ u w a ʈ	d u w a t	T V W V T	T Y W A T	CLIMB:1	1
4425	Sydney	sydn1236	CLIMB		kalua	k a l u a	k a l u a	K V R V V	K A L Y A	CLIMB:1955	1955
4429	Dhuwal	dhuw1249	CLIMB		ɖuwaʈ	ɖ u w a ʈ	d u w a t	T V W V T	T Y W A T	CLIMB:1	1
4431	Dieri	dier1241	CLIMB		kari	k a r i	k a r i	K V R V	K A R I	CLIMB:1956	1956
4432	Dyaabugay	dyaa1242	CLIMB		maga	m a g a	m a g a	M V K V	M A K A	CLIMB:1988	1988
4433	Djambarrpuyngu	djam1256	CLIMB		ɖuwaʈ	ɖ u w a ʈ	d u w a t	T V W V T	T Y W A T	CLIMB:1	1
4435	Djinang	djin1253	CLIMB		galaltcigi	g a l a l t c i g i	g a l a l t T i g i	K V R V R T K V K V	K A L A L T C I K I	CLIMB:1955	1955
4438	Gamilaraay	gami1243	CLIMB		galijaːj	g a l i j aː j	g a l i y a y	K V R V J V J	K A L I J A J	CLIMB:1955	1955
4441	Kumbainggar	kumb1268	CLIMB		waːndi	w aː n d i	w a n d i	W V N T V	W A N T I	CLIMB:1970	1970
4445	Gupapuyngu	gupa1247	CLIMB		giɭaŋd̪un	g i ɭ a ŋ d̪ u n	g i L a N d u n	K V R V N T V N	K I L A N T Y N	CLIMB:1950	1950
4446	Gurindji	guri1247	CLIMB		paʈac_janana	p a ʈ a c j a n a n a	p a t a T y a n a n a	P V T V K J V N V N V	P A T A C J A N A N A	CLIMB:1953	1953
4448	Guyani	guya1249	CLIMB		wontata	w o n t a t a	w o n t a t a	W V N T V T V	W U N T A T A	CLIMB:1944	1944
4449	Sydney	sydn1236	CLIMB		calloːa	c a l l oː a	T a l l o a	K V R R V V	C A L L U A	CLIMB:1955	1955
4450	Jaru	jaru1254	CLIMB		baːda_jana	b aː d a j a n a	b a d a y a n a	P V T V J V N V	P A T A J A N A	CLIMB:1953	1953
4452	Djiwarli	djiw1241	CLIMB		kuɭaɹu	k u ɭ a ɹ u	k u L a r u	K V R V R V	K Y L A R Y	CLIMB:1976	1976
4453	Kalkutung	kalk1246	CLIMB		juː	j uː	y u	J V	J Y	CLIMB:1974	1974
4454	Gamilaraay	gami1243	CLIMB		gulːe	g u lː e	g u l e	K V R V	K Y L E	CLIMB:1955	1955
4455	Karadjeri	kara1476	CLIMB		lagal	l a g a l	l a g a l	R V K V R	L A K A L	CLIMB:1971	1971
4459	Kartujarra	kart1247	CLIMB		ʈaka	ʈ a k a	t a k a	T V K V	T A K A	CLIMB:1968	1968
4461	Kaurna	kaur1267	CLIMB		tatːendi	t a tː e n d i	t a t e n d i	T V T V N T V	T A T E N T I	CLIMB:1945	1945
4465	Kukatja	kuka1246	CLIMB		tatila	t a t i l a	t a t i l a	T V T V R V	T A T I L A	CLIMB:1945	1945
4466	Kuku-Yalanji	kuku1273	CLIMB		dakal	d a k a l	d a k a l	T V K V R	T A K A L	CLIMB:1968	1968
4469	Gurdjar	gurd1238	CLIMB		ncilk	n c i l k	n T i l k	N K V R K	N C I L K	CLIMB:1990	1990
4470	Kuuku-Ya'u	kuuk1238	CLIMB		piːŋkana	p iː ŋ k a n a	p i N k a n a	P V N K V N V	P I N K A N A	CLIMB:1989	1989
4472	Kala Lagaw Ya	kala1377	CLIMB		kadakawali	k a d a k a w a l i	k a d a k a w a l i	K V T V K V W V R V	K A T A K A W A L I	CLIMB:1947	1947
4477	Margany	marg1253	CLIMB		wandi	w a n d i	w a n d i	W V N T V	W A N T I	CLIMB:1970	1970
4478	Martu Wangka	mart1256	CLIMB		takaɳu	t a k a ɳ u	t a k a n u	T V K V N V	T A K A N Y	CLIMB:1968	1968
4485	Mudburra	mudb1240	CLIMB		duwac	d u w a c	d u w a T	T V W V K	T Y W A C	CLIMB:1959	1959
4487	Muruwari	muru1266	CLIMB		para	p a r a	p a r a	P V R V	P A R A	CLIMB:1	1
4489	Ngaanyatjarra	ngaa1240	CLIMB		tatilku	t a t i l k u	t a t i l k u	T V T V R K V	T A T I L K Y	CLIMB:1997	1997
4490	Ngaanyatjarra	ngaa1240	CLIMB		tikalaralku	t i k a l a r a l k u	t i k a l a r a l k u	T V K V R V R V R K V	T I K A L A R A L K Y	CLIMB:1997	1997
4491	Ngaanyatjarra	ngaa1240	CLIMB		tikalpakalku	t i k a l p a k a l k u	t i k a l p a k a l k u	T V K V R P V K V R K V	T I K A L P A K A L K Y	CLIMB:1997	1997
4493	Lower Riverland	lowe1402	CLIMB		woŋkun	w o ŋ k u n	w o N k u n	W V N K V N	W U N K Y N	CLIMB:1965	1965
4494	Lower Riverland	lowe1402	CLIMB		woŋurin	w o ŋ u r i n	w o N u r i n	W V N V R V N	W U N Y R I N	CLIMB:1965	1965
4495	Ngamini	ngam1284	CLIMB		katija	k a t i j a	k a t i y a	K V T V J V	K A T I J A	CLIMB:1954	1954
4497	Ngarinman	ngar1235	CLIMB		baɖac_jani	b a ɖ a c j a n i	b a d a T y a n i	P V T V K J V N V	P A T A C J A N I	CLIMB:1953	1953
4499	Ngarluma	ngar1287	CLIMB		gaɭba	g a ɭ b a	g a L b a	K V R P V	K A L P A	CLIMB:1981	1981
4500	Narrinyeri	narr1259	CLIMB		waŋkin	w a ŋ k i n	w a N k i n	W V N K V N	W A N K I N	CLIMB:1965	1965
4506	Northern Coastal Nyangumarta	nort2754	CLIMB		kaɳtiɲi	k a ɳ t i ɲ i	k a n t i H i	K V N T V N V	K A N T I N I	CLIMB:1971	1971
4507	Nyamal	nyam1271	CLIMB		kaɭpi	k a ɭ p i	k a L p i	K V R P V	K A L P I	CLIMB:1981	1981
4508	Nyangumarta	nyan1301	CLIMB		kaɳtiɲaku	k a ɳ t i ɲ a k u	k a n t i H a k u	K V N T V N V K V	K A N T I N A K Y	CLIMB:1971	1971
4509	Nyunga	nyun1247	CLIMB		d̪andaŋ	d̪ a n d a ŋ	d a n d a N	T V N T V N	T A N T A N	CLIMB:1957	1957
4510	Paakantyi	darl1243	CLIMB		biɳa	b i ɳ a	b i n a	P V N V	P I N A	CLIMB:1952	1952
4512	Panytyima	pany1241	CLIMB		kaɭpaku	k a ɭ p a k u	k a L p a k u	K V R P V K V	K A L P A K Y	CLIMB:1981	1981
4513	Banggarla	bang1339	CLIMB		woɳikːiti	w o ɳ i kː i t i	w o n i k i t i	W V N V K V T V	W U N I K I T I	CLIMB:1963	1963
4514	Bayungu	bayu1240	CLIMB		kuɭanmaji	k u ɭ a n m a j i	k u L a n m a y i	K V R V N M V J V	K Y L A N M A J I	CLIMB:1976	1976
4518	Pitjantjatjara	pitj1243	CLIMB		kalpaɲi	k a l p a ɲ i	k a l p a H i	K V R P V N V	K A L P A N I	CLIMB:1997	1997
4519	Pitjantjatjara	pitj1243	CLIMB		tatini	t a t i n i	t a t i n i	T V T V N V	T A T I N I	CLIMB:1997	1997
4520	Pitta Pitta	pitt1247	CLIMB		kat̪i	k a t̪ i	k a t i	K V T V	K A T I	CLIMB:1954	1954
4522	Ritarungo	rita1239	CLIMB		ŋalʔʲun	ŋ a l ʔʲ u n	N a l 7 u n	N V R H V N	N A L H Y N	CLIMB:1946	1946
4524	Dhalandji	dhal1245	CLIMB		kuɭalgin	k u ɭ a l g i n	k u L a l g i n	K V R V R K V N	K Y L A L K I N	CLIMB:1976	1976
4525	Dhargari	dhar1247	CLIMB		kuɭaɹu	k u ɭ a ɹ u	k u L a r u	K V R V R V	K Y L A R Y	CLIMB:1976	1976
4528	Wagaya	waga1260	CLIMB		irk	i r k	i r k	V R K	I R K	CLIMB:1949	1949
4535	Ngura	ngur1261	CLIMB		t̪awi	t̪ a w i	t a w i	T V W V	T A W I	CLIMB:1980	1980
4539	Warlpiri	warl1254	CLIMB		waɹijani	w a ɹ i j a n i	w a r i y a n i	W V R V J V N V	W A R I J A N I	CLIMB:1961	1961
4541	Wanman	wanm1242	CLIMB		takala	t a k a l a	t a k a l a	T V K V R V	T A K A L A	CLIMB:1968	1968
4542	Wariyangga	wari1262	CLIMB		kuɭaɹu	k u ɭ a ɹ u	k u L a r u	K V R V R V	K Y L A R Y	CLIMB:1976	1976
4543	Warumungu	waru1265	CLIMB		waɳtan	w a ɳ t a n	w a n t a n	W V N T V N	W A N T A N	CLIMB:1944	1944
4545	Wathawurrung	wath1238	CLIMB		kana	k a n a	k a n a	K V N V	K A N A	CLIMB:1964	1964
4548	Wik-Mungkan	wikm1247	CLIMB		waɹ_mataŋ	w a ɹ m a t a ŋ	w a r m a t a N	W V R M V T V N	W A R M A T A N	CLIMB:1983	1983
4549	Wiradhuri	wira1262	CLIMB		kalianːa	k a l i a nː a	k a l i a n a	K V R V V N V	K A L I A N A	CLIMB:1955	1955
4550	Wirangu-Nauo	wira1260	CLIMB		baɭgaɳ	b a ɭ g a ɳ	b a L g a n	P V R K V N	P A L K A N	CLIMB:1958	1958
4556	Yan-nhangu	yann1237	CLIMB		ŋalˀt̪un	ŋ a l ˀt̪ u n	N a l t u n	N V R T V N	N A L T Y N	CLIMB:1946	1946
4557	Yandruwandha	yand1253	CLIMB		kaɹi	k a ɹ i	k a r i	K V R V	K A R I	CLIMB:1956	1956
4558	Yandruwandha	yand1253	CLIMB		kaɹit̪alka	k a ɹ i t̪ a l k a	k a r i t a l k a	K V R V T V R K V	K A R I T A L K A	CLIMB:1956	1956
4559	Yandruwandha	yand1253	CLIMB		walki	w a l k i	w a l k i	W V R K V	W A L K I	CLIMB:1956	1956
4562	Yawarawarga	yawa1258	CLIMB		watcitatcaɹi	w a t c i t a t c a ɹ i	w a t T i t a t T a r i	W V T K V T V T K V R V	W A T C I T A T C A R I	CLIMB:1985	1985
4564	Yindjibarndi	yind1247	CLIMB		wiɖiri	w i ɖ i r i	w i d i r i	W V T V R V	W I T I R I	CLIMB:1996	1996
4566	Yorta Yorta	yort1237	CLIMB		worwa	w o r w a	w o r w a	W V R W V	W U R W A	CLIMB:1972	1972
4568	Yulparitja	yulp1238	CLIMB		tatila	t a t i l a	t a t i l a	T V T V R V	T A T I L A	CLIMB:1945	1945
4569	Yuwaalaraay	yuwa1242	CLIMB		galija_j	g a l i j a j	g a l i y a y	K V R V J V J	K A L I J A J	CLIMB:1955	1955
4570	Adnyamathanha	adny1235	CLOUD		uɭpi	u ɭ p i	u L p i	V R P V	Y L P I	CLOUD:2024	2024
4571	Alyawarr	alya1239	CLOUD		kʷenpaj	kʷ e n p a j	k e n p a y	K V N P V J	K E N P A J	CLOUD:2042	2042
4574	Arabana	arab1267	CLOUD		kuɹaɹapalku	k u ɹ a ɹ a p a l k u	k u r a r a p a l k u	K V R V R V P V R K V	K Y R A R A P A L K Y	CLOUD:2041	2041
4578	Yugambeh-Bandjalang	band1339	CLOUD		dagam_w	d a g a m w	d a g a m w	T V K V M W	T A K A M W	CLOUD:2074	2074
4579	Yugambeh-Bandjalang	band1339	CLOUD		we	w e	w e	W V	W E	CLOUD:2074	2074
4580	Yugambeh-Bandjalang	band1339	CLOUD		c	c	T	K	C	CLOUD:2074	2074
