ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
5714	SERBO-CROATIAN	srp	fat		mâːst	m âː s t	m a s t	M V S T	M A S T	fat:G	513
5715	BULGARIAN	bul	fat		məzniˈna	m ə z n i ˈn a	m I z n i n a	M V S N V N V	M E S N I N A	fat:G	513
5716	MACEDONIAN	mkd	fat		mast	m a s t	m a s t	M V S T	M A S T	fat:G	513
5717	RUSSIAN	rus	fat		ʐɨr	ʐ ɨ r	Z I r	S V R	S I R	fat:N	517
5718	POLISH	pol	fat		twuʂtʂ	t w u ʂ t ʂ	t w u S t S	T W V S T S	T W Y S T S	fat:Am	508
5719	BELARUSIAN	bel	fat		tɫuʂtʂ	t ɫ u ʂ t ʂ	t l u S t S	T R V S T S	T L Y S T S	fat:Am	508
5720	UKRAINIAN	ukr	fat		ʐɪr	ʐ ɪ r	Z i r	S V R	S I R	fat:N	517
5721	SLOVAK	slk	fat		tuk	t u k	t u k	T V K	T Y K	fat:H	514
5722	CZECH	ces	fat		tuk	t u k	t u k	T V K	T Y K	fat:H	514
5723	SORBIAN_UPPER	hsb	fat		tuk	t u k	t u k	T V K	T Y K	fat:H	514
5724	SORBIAN_LOWER	dsb	fat		ˈtutsnɛ	ˈt u t s n ɛ	t u t s n E	T V T S N V	T Y T S N E	fat:H	514
5725	SLOVENIAN	slv	fat		mâːst	m âː s t	m a s t	M V S T	M A S T	fat:G	513
5726	OLD_NORSE	non	fat		ˈfita	ˈf i t a	f i t a	P V T V	B I T A	fat:B	509
5727	OLD_NORSE	non	fat		smjɔr	s m j ɔ r	s m y o r	S M J V R	S M J U R	fat:U	521
5728	ICELANDIC	isl	fat		ˈfɪːtʰa	ˈf ɪː tʰ a	f i t a	P V T V	B I T A	fat:B	509
5729	ICELANDIC	isl	fat		ˈfeiːtʰɪ	ˈf eiː tʰ ɪ	f e t i	P V T V	B E T I	fat:B	509
5730	FAROESE	fao	fat		fiːti	f iː t i	f i t i	P V T V	B I T I	fat:B	509
5731	NORWEGIAN_RIKSMAL	nor	fat		fɛtː	f ɛ tː	f E t	P V T	B E T	fat:B	509
5732	OLD_SWEDISH		fat		ˈfiːtma	ˈf iː t m a	f i t m a	P V T M V	B I T M A	fat:B	509
5733	SWEDISH	swe	fat		fɛtː	f ɛ tː	f E t	P V T	B E T	fat:B	509
5734	ELFDALIAN	qov	fat		ˈfɪ̀ɛːtɑ	ˈf ɪ̀ɛː t ɑ	f i t o	P V T V	B I T A	fat:B	509
5735	DANISH	dan	fat		fɛd̥	f ɛ d̥	f E d	P V T	B E T	fat:B	509
5736	DANISH_FJOLDE		fat		fæd	f æ d	f E d	P V T	B E T	fat:B	509
5737	GUTNISH_LAU		fat		fɛtː	f ɛ tː	f E t	P V T	B E T	fat:B	509
5738	ENGLISH	eng	fat		fæt	f æ t	f E t	P V T	B E T	fat:B	509
5740	DUTCH	nld	fat		vɛt	v ɛ t	v E t	W V T	B E T	fat:B	509
5741	GERMAN	deu	fat		fɛt	f ɛ t	f E t	P V T	B E T	fat:B	509
5742	LATIN	lat	fat		ˈkrasːus	ˈk r a sː u s	k r a s u s	K R V S V S	K R A S Y S	fat:I	515
5743	CATALAN	cat	fat		gras	g r a s	g r a s	K R V S	K R A S	fat:I	515
5744	CATALAN	cat	fat		greʃ	g r e ʃ	g r e S	K R V S	K R E S	fat:I	515
5745	PORTUGUESE	por	fat		ɡuɾˈðuɾɐ	ɡ u ɾ ˈð u ɾ ɐ	g u r 8 u r a	K V R T V R V	K Y R D Y R E	fat:E	512
5746	SPANISH	spa	fat		ɡɾasa	ɡ ɾ a s a	g r a s a	K R V S V	K R A S A	fat:I	515
5747	FRENCH	fra	fat		gʀɛs	g ʀ ɛ s	g r E s	K R V S	K R E S	fat:I	515
5748	ITALIAN	ita	fat		grasso	g r a ss o	g r a s o	K R V S V	K R A S U	fat:I	515
5749	OLD_IRISH	sga	fat		gʹerʹ	gʹ e rʹ	g e r	K V R	K E R	fat:Ag	505
5750	OLD_IRISH	sga	fat		blonəg	b l o n ə g	b l o n I g	P R V N V K	P L U N E K	fat:T	520
11432	ANCIENT_GREEK	grc	father		patɛ́ːr	p a t ɛ́ː r	p a t E r	P V T V R	P A T E R	father:A	523
11433	GREEK	ell	father		paˈte̞ras	p a ˈt e̞ r a s	p a t e r a s	P V T V R V S	P A T E R A S	father:A	523
11436	OSSETIC_IRON	oss	father		fyd	f y d	f i d	P V T	B Y T	father:A	523
11437	OSSETIC_DIGOR	oss	father		fidɐ	f i d ɐ	f i d a	P V T V	B I T E	father:A	523
11438	ORIYA	ori	father		bapa	b a p a	b a p a	P V P V	P A P A	father:C	525
11439	ORIYA	ori	father		pita	p i t a	p i t a	P V T V	P I T A	father:A	523
11440	ORIYA	ori	father		baa	b aa	b a	P V	P A	father:C	525
11441	URDU	urd	father		bɑp	b ɑ p	b o p	P V P	P A P	father:C	525
11442	MARATHI	mar	father		wəɖi:l	w ə ɖ i: l	w I d i l	W V T V R	W E T I L	father:A	523
11443	OLD_CHURCH_SLAVONIC	chu	father		ɔtɪ̆tsʲɪ̆	ɔ t ɪ̆ t sʲ ɪ̆	o t i t s i	V T V T S V	U T I T S I	father:B	524
11444	SERBO-CROATIAN	srp	father		ˈɔ̌tats	ˈɔ̌ t a t s	o t a t s	V T V T S	U T A T S	father:B	524
11445	BULGARIAN	bul	father		bəˈʃta	b ə ˈʃ t a	b I S t a	P V S T V	P E S T A	father:E	527
11446	MACEDONIAN	mkd	father		ˈtatkɔ	ˈt a t k ɔ	t a t k o	T V T K V	T A T K U	father:D	526
11447	RUSSIAN	rus	father		ɔtʲɛts	ɔ tʲ ɛ t s	o t E t s	V T V T S	U T E T S	father:B	524
11448	POLISH	pol	father		ˈɔjtɕɛts	ˈɔ j t ɕ ɛ t s	o y t S E t s	V J T S V T S	U J T S E T S	father:B	524
11449	BELARUSIAN	bel	father		ˈbatsʲka	ˈb a t sʲ k a	b a t s k a	P V T S K V	P A T S K A	father:E	527
11450	UKRAINIAN	ukr	father		ˈbatʲkɔ	ˈb a tʲ k ɔ	b a t k o	P V T K V	P A T K U	father:E	527
11451	SLOVAK	slk	father		ˈɔcɛts	ˈɔ c ɛ t s	o T E t s	V K V T S	U C E T S	father:B	524
11452	CZECH	ces	father		ˈɔtɛts	ˈɔ t ɛ t s	o t E t s	V T V T S	U T E T S	father:B	524
11453	SLOVENIAN	slv	father		ˈɔ̌ːtʃɛ	ˈɔ̌ː t ʃ ɛ	o t S E	V T S V	U T S E	father:B	524
11454	OLD_NORSE	non	father		ˈfaðir	ˈf a ð i r	f a 8 i r	P V T V R	B A D I R	father:A	523
11455	ICELANDIC	isl	father		ˈfaːðɪr	ˈf aː ð ɪ r	f a 8 i r	P V T V R	B A D I R	father:A	523
11456	FAROESE	fao	father		ˈb̥ab̥ːa	ˈb̥ a b̥ː a	b a b a	P V P V	P A P A	father:K	528
11457	FAROESE	fao	father		ˈfɛaːjɪɹ	ˈf ɛaː j ɪ ɹ	f E y i r	P V J V R	B E J I R	father:A	523
11458	NORWEGIAN_RIKSMAL	nor	father		faːɾ	f aː ɾ	f a r	P V R	B A R	father:A	523
11459	STAVANGERSK		father		fɑːʁ	f ɑː ʁ	f o G	P V R	B A R	father:A	523
11460	OLD_SWEDISH		father		ˈfaːðir	ˈf aː ð i r	f a 8 i r	P V T V R	B A D I R	father:A	523
11461	SWEDISH	swe	father		ˈfɑ̀:dər	ˈf ɑ̀: d ə r	f o d I r	P V T V R	B A T E R	father:A	523
11462	ELFDALIAN	qov	father		ˈfɑ̀ðɛr	ˈf ɑ̀ ð ɛ r	f o 8 E r	P V T V R	B A D E R	father:A	523
11463	DANISH	dan	father		ˈfɛ:ðʌ	ˈf ɛ: ð ʌ	f E 8 o	P V T V	B E D E	father:A	523
11464	DANISH_FJOLDE		father		fɑːɹ	f ɑː ɹ	f o r	P V R	B A R	father:A	523
11465	GUTNISH_LAU		father		fɑːdar	f ɑː d a r	f o d a r	P V T V R	B A T A R	father:A	523
11466	ENGLISH	eng	father		fɑ:ðə	f ɑ: ð ə	f o 8 I	P V T V	B A D E	father:A	523
11468	DUTCH	nld	father		vadər	v a d ə r	v a d I r	W V T V R	B A T E R	father:A	523
11469	GERMAN	deu	father		fa:tɐ	f a: t ɐ	f a t a	P V T V	B A T E	father:A	523
11470	LATIN	lat	father		ˈpater	ˈp a t e r	p a t e r	P V T V R	P A T E R	father:A	523
11471	CATALAN	cat	father		paɾə	p a ɾ ə	p a r I	P V R V	P A R E	father:A	523
11472	PORTUGUESE	por	father		pai	p ai	p a	P V	P A	father:A	523
11473	SPANISH	spa	father		paðɾe	p a ð ɾ e	p a 8 r e	P V T R V	P A D R E	father:A	523
11474	FRENCH	fra	father		pɛʀ	p ɛ ʀ	p E r	P V R	P E R	father:A	523
11475	ITALIAN	ita	father		padre	p a d r e	p a d r e	P V T R V	P A T R E	father:A	523
11476	OLD_IRISH	sga	father		aθərʹ	a θ ə rʹ	a 8 I r	V T V R	A D E R	father:A	523
1310	ANCIENT_GREEK	grc	fear		déːdɔː	d éː d ɔː	d e d o	T V T V	T E T U	fear:T	540
1311	ANCIENT_GREEK	grc	fear		pʰobéomai̯	pʰ o b é o m ai̯	p o b e o m a	P V P V V M V	P U P E U M A	fear:K	536
1312	GREEK	ell	fear		fo̞ˈvame̞	f o̞ ˈv a m e̞	f o v a m e	P V W V M V	B U B A M E	fear:K	536
1314	OSSETIC_IRON	oss	fear		tɐrš	t ɐ r š	t a r S	T V R S	T E R S	fear:D	530
1315	OSSETIC_DIGOR	oss	fear		tɐrs	t ɐ r s	t a r s	T V R S	T E R S	fear:D	530
1317	ORIYA	ori	fear		ɖɔr	ɖ ɔ r	d o r	T V R	T U R	fear:M	537
1318	ORIYA	ori	fear		bhɔyɔ_kɔriba	b h ɔyɔ k ɔ r i b a	b h o k o r i b a	P H V K V R V P V	P H U K U R I P A	fear:E	531
1319	BIHARI	mai	fear		ɖərəb	ɖ ə r ə b	d I r I b	T V R V P	T E R E P	fear:M	537
1320	URDU	urd	fear		ɖəɾnə	ɖ ə ɾ n ə	d I r n I	T V R N V	T E R N E	fear:M	537
1321	MARATHI	mar	fear		bʱaj	bʱ a j	b a y	P V J	P A J	fear:E	531
1322	MARATHI	mar	fear		bʱiti:	bʱ i t i:	b i t i	P V T V	P I T I	fear:E	531
1323	OLD_CHURCH_SLAVONIC	chu	fear		bɔjati_sɛ̃	b ɔ j a t i s ɛ̃	b o y a t i s E	P V J V T V S V	P U J A T I S E	fear:E	531
1324	SERBO-CROATIAN	srp	fear		ˈbɔ̌jati_sɛ	ˈb ɔ̌ j a t i s ɛ	b o y a t i s E	P V J V T V S V	P U J A T I S E	fear:E	531
1325	SERBO-CROATIAN	srp	fear		ˈplâʃiti_sɛ	ˈp l â ʃ i t i s ɛ	p l a S i t i s E	P R V S V T V S V	P L A S I T I S E	fear:V	542
1326	BULGARIAN	bul	fear		ˈpɫaʃə_sɛ	ˈp ɫ a ʃ ə s ɛ	p l a S I s E	P R V S V S V	P L A S E S E	fear:V	542
1327	BULGARIAN	bul	fear		strəˈxuvəm_sɛ	s t r ə ˈx u v ə m s ɛ	s t r I x u v I m s E	S T R V K V W V M S V	S T R E G Y B E M S E	fear:H	533
1328	BULGARIAN	bul	fear		buˈjɤ_sɛ	b u ˈj ɤ s ɛ	b u y o s E	P V J V S V	P Y J E S E	fear:E	531
1329	MACEDONIAN	mkd	fear		ˈplaʃi_sɛ	ˈp l a ʃ i s ɛ	p l a S i s E	P R V S V S V	P L A S I S E	fear:V	542
1330	RUSSIAN	rus	fear		bɔjatʲsʲa	b ɔ j a tʲ sʲ a	b o y a t s a	P V J V T S V	P U J A T S A	fear:E	531
1331	POLISH	pol	fear		ˈbatɕ_ɕɛɰ̃	ˈb a t ɕ ɕ ɛ ɰ̃	b a t S S E w	P V T S S V J	P A T S S E J	fear:E	531
1332	BELARUSIAN	bel	fear		baˈjatstsa	b a ˈj a t s t s a	b a y a t s t s a	P V J V T S T S V	P A J A T S T S A	fear:E	531
1333	UKRAINIAN	ukr	fear		bɔˈjatɪsʲa	b ɔ ˈj a t ɪ sʲ a	b o y a t i s a	P V J V T V S V	P U J A T I S A	fear:E	531
1334	SLOVAK	slk	fear		baːc_sa	b aː c s a	b a T s a	P V K S V	P A C S A	fear:E	531
1335	CZECH	ces	fear		baːt_sɛ	b aː t s ɛ	b a t s E	P V T S V	P A T S E	fear:E	531
1336	SORBIAN_UPPER	hsb	fear		ˈbɔjɛtʃ_sɔ	ˈb ɔ j ɛ t ʃ s ɔ	b o y E t S s o	P V J V T S S V	P U J E T S S U	fear:E	531
1337	SORBIAN_LOWER	dsb	fear		ˈbɛjaɕ_sɛ	ˈb ɛ j a ɕ s ɛ	b E y a S s E	P V J V S S V	P E J A S S E	fear:E	531
1338	SLOVENIAN	slv	fear		ˈbǎːti_sɛ	ˈb ǎː t i s ɛ	b a t i s E	P V T V S V	P A T I S E	fear:E	531
1339	OLD_NORSE	non	fear		ˈoːtːask	ˈoː tː a s k	o t a s k	V T V S K	U T A S K	fear:Q	539
1340	OLD_NORSE	non	fear		ˈɣrɛðask	ˈɣ r ɛ ð a s k	x r E 8 a s k	K R V T V S K	G R E D A S K	fear:J	535
1341	ICELANDIC	isl	fear		ˈouʰtːast	ˈouʰ tː a s t	o t a s t	V T V S T	U T A S T	fear:Q	539
1342	ICELANDIC	isl	fear		ˈr̥aiːðast	ˈr̥ aiː ð a s t	r a 8 a s t	R V T V S T	R A D A S T	fear:J	535
1343	FAROESE	fao	fear		ˈœʰtːast	ˈœʰ tː a s t	E t a s t	V T V S T	U T A S T	fear:Q	539
1344	FAROESE	fao	fear		ˈveːɹa_ˈɹadːʊɹ	ˈv eː ɹ a ˈɹ a dː ʊ ɹ	v e r a r a d u r	W V R V R V T V R	B E R A R A T Y R	fear:J	535
1345	FAROESE	fao	fear		ˈɹe̜ːast	ˈɹ e̜ːa s t	r e s t	R V S T	R E S T	fear:J	535
1346	NORWEGIAN_RIKSMAL	nor	fear		ˈfɾʏ̀ktə	ˈf ɾ ʏ̀ k t ə	f r i k t I	P R V K T V	B R Y K T E	fear:I	534
1347	OLD_SWEDISH		fear		ˈræːðas	ˈr æː ð a s	r E 8 a s	R V T V S	R E D A S	fear:J	535
1348	OLD_SWEDISH		fear		ˈfrukta	ˈf r u k t a	f r u k t a	P R V K T V	B R Y K T A	fear:I	534
1349	SWEDISH	swe	fear		fɑ:rho:ga	f ɑ: r h o: g a	f o r h o g a	P V R H V K V	B A R H U K A	fear:I	534
1350	SWEDISH	swe	fear		ˈrɛ̀ːdas	ˈr ɛ̀ː d a s	r E d a s	R V T V S	R E T A S	fear:J	535
1351	SWEDISH	swe	fear		ˈfrɵ̀kta	ˈf r ɵ̀ k t a	f r I k t a	P R V K T V	B R U K T A	fear:I	534
1352	ELFDALIAN	qov	fear		ˈræ̀ːðɑs	ˈr æ̀ː ð ɑ s	r E 8 o s	R V T V S	R E D A S	fear:J	535
1353	DANISH	dan	fear		ˈʁɑðəs	ˈʁ ɑ ð ə s	G o 8 I s	R V T V S	R A D E S	fear:J	535
1354	DANISH	dan	fear		ˈfʁœ̝g̥d̥ʰə	ˈf ʁ œ̝ g̥ d̥ʰ ə	f G E g d I	P R V K T V	B R U K T E	fear:I	534
1355	GUTNISH_LAU		fear		ˈbʏkːɛs	ˈb ʏ kː ɛ s	b i k E s	P V K V S	P Y K E S	fear:U	541
1356	GUTNISH_LAU		fear		ˈfruktɛ	ˈf r u k t ɛ	f r u k t E	P R V K T V	B R Y K T E	fear:I	534
1357	ENGLISH	eng	fear		fɪə	f ɪə	f i	P V	B I	fear:B	529
1359	DUTCH	nld	fear		vrezən	v r e z ə n	v r e z I n	W R V S V N	B R E S E N	fear:B	529
1360	GERMAN	deu	fear		fʏrçtn̩	f ʏ r ç t n̩	f i r S t n	P V R S T N	B Y R S T N	fear:I	534
1361	LATIN	lat	fear		tiˈmeːre	t i ˈm eː r e	t i m e r e	T V M V R V	T I M E R E	fear:F	532
1362	CATALAN	cat	fear		ˈtemə	ˈt e m ə	t e m I	T V M V	T E M E	fear:F	532
1363	PORTUGUESE	por	fear		tɨˈmeɾ	t ɨ ˈm e ɾ	t I m e r	T V M V R	T I M E R	fear:F	532
1364	SPANISH	spa	fear		temeɾ	t e m e ɾ	t e m e r	T V M V R	T E M E R	fear:F	532
1365	ITALIAN	ita	fear		temere	t e m e r e	t e m e r e	T V M V R V	T E M E R E	fear:F	532
1366	OLD_IRISH	sga	fear		aða:ɣəθər	a ð a: ɣ ə θ ə r	a 8 a x I 8 I r	V T V K V T V R	A D A G E D E R	fear:Q	539
1367	OLD_IRISH	sga	fear		egla	e g l a	e g l a	V K R V	E K L A	fear:P	538
5432	ANCIENT_GREEK	grc	feather		pterón	p t e r ó n	p t e r o n	P T V R V N	P T E R U N	feather:A	543
5433	GREEK	ell	feather		fte̞ˈro̞	f t e̞ ˈr o̞	f t e r o	P T V R V	B T E R U	feather:A	543
5437	OSSETIC_IRON	oss	feather		šiš	š i š	S i S	S V S	S I S	feather:C	544
5438	OSSETIC_DIGOR	oss	feather		šes	š e s	S e s	S V S	S E S	feather:C	544
5440	ORIYA	ori	feather		pɔkhi	p ɔ k h i	p o k h i	P V K H V	P U K H I	feather:G	547
5441	BIHARI	mai	feather		paĩkh	p aĩ k h	p a k h	P V K H	P A K H	feather:G	547
5443	URDU	urd	feather		pəɾ	p ə ɾ	p I r	P V R	P E R	feather:D	545
5444	MARATHI	mar	feather		pãŋkʰə	p ã ŋ kʰ ə	p a N k I	P V N K V	P A N K E	feather:G	547
5445	OLD_CHURCH_SLAVONIC	chu	feather		pɛrɔ	p ɛ r ɔ	p E r o	P V R V	P E R U	feather:D	545
5446	SERBO-CROATIAN	srp	feather		ˈpɛ̌rɔ	ˈp ɛ̌ r ɔ	p E r o	P V R V	P E R U	feather:D	545
5447	BULGARIAN	bul	feather		pɘˈrɔ	p ɘ ˈr ɔ	p I r o	P V R V	P E R U	feather:D	545
5448	MACEDONIAN	mkd	feather		ˈperɔ	ˈp e r ɔ	p e r o	P V R V	P E R U	feather:D	545
5449	RUSSIAN	rus	feather		pʲɛrɔ	pʲ ɛ r ɔ	p E r o	P V R V	P E R U	feather:D	545
5450	POLISH	pol	feather		ˈpjurɔ	ˈp j u r ɔ	p y u r o	P J V R V	P J Y R U	feather:D	545
5451	BELARUSIAN	bel	feather		pʲaˈrɔ	pʲ a ˈr ɔ	p a r o	P V R V	P A R U	feather:D	545
5452	UKRAINIAN	ukr	feather		pɛˈrɔ	p ɛ ˈr ɔ	p E r o	P V R V	P E R U	feather:D	545
5453	SLOVAK	slk	feather		ˈpɛrɔ	ˈp ɛ r ɔ	p E r o	P V R V	P E R U	feather:D	545
5454	CZECH	ces	feather		ˈpɛːrɔ	ˈp ɛː r ɔ	p E r o	P V R V	P E R U	feather:D	545
5455	SORBIAN_UPPER	hsb	feather		ˈpĕɛʀɔ	ˈp ĕɛ ʀ ɔ	p e r o	P V R V	P E R U	feather:D	545
5456	SORBIAN_LOWER	dsb	feather		ˈpĕɛrɔ	ˈp ĕɛ r ɔ	p e r o	P V R V	P E R U	feather:D	545
5457	SLOVENIAN	slv	feather		pɛˈrôː	p ɛ ˈr ôː	p E r o	P V R V	P E R U	feather:D	545
5458	OLD_NORSE	non	feather		fjɔðr	f j ɔ ð r	f y o 8 r	P J V T R	B J U D R	feather:A	543
5459	ICELANDIC	isl	feather		fjœːðʏr	f j œː ð ʏ r	f y E 8 i r	P J V T V R	B J U D Y R	feather:A	543
5460	FAROESE	fao	feather		ˈfjøːvʊɹ	ˈf j øː v ʊ ɹ	f y e v u r	P J V W V R	B J U B Y R	feather:A	543
5461	NORWEGIAN_RIKSMAL	nor	feather		fjæːɾ	f j æː ɾ	f y E r	P J V R	B J E R	feather:A	543
5462	STAVANGERSK		feather		fjœːʁ	f j œː ʁ	f y E G	P J V R	B J U R	feather:A	543
5463	OLD_SWEDISH		feather		ˈfiæːðer	ˈf iæː ð e r	f i 8 e r	P V T V R	B I D E R	feather:A	543
5464	SWEDISH	swe	feather		ˈfjɛ:dər	ˈf j ɛ: d ə r	f y E d I r	P J V T V R	B J E T E R	feather:A	543
5465	ELFDALIAN	qov	feather		ˈdɑ́ʉŋɛn	ˈd ɑ́ʉ ŋ ɛ n	d o N E n	T V N V N	T A N E N	feather:K	549
5466	DANISH	dan	feather		fjeˀɐ̯	f j eˀɐ̯	f y e	P J V	B J E	feather:A	543
5467	DANISH_FJOLDE		feather		fieð	f ie ð	f i 8	P V T	B I D	feather:A	543
5468	GUTNISH_LAU		feather		ˈfjɛːdar	ˈf j ɛː d a r	f y E d a r	P J V T V R	B J E T A R	feather:A	543
5469	ENGLISH	eng	feather		fɛðə	f ɛ ð ə	f E 8 I	P V T V	B E D E	feather:A	543
5471	DUTCH	nld	feather		ver	v e r	v e r	W V R	B E R	feather:A	543
5472	GERMAN	deu	feather		fe:dɐ	f e: d ɐ	f e d a	P V T V	B E T E	feather:A	543
5473	LATIN	lat	feather		ˈpenːa	ˈp e nː a	p e n a	P V N V	P E N A	feather:A	543
5474	LATIN	lat	feather		ˈpluːma	ˈp l uː m a	p l u m a	P R V M V	P L Y M A	feather:E	546
5475	CATALAN	cat	feather		plomə	p l o m ə	p l o m I	P R V M V	P L U M E	feather:E	546
5476	PORTUGUESE	por	feather		ˈpenɐ	ˈp e n ɐ	p e n a	P V N V	P E N E	feather:A	543
5477	SPANISH	spa	feather		pluma	p l u m a	p l u m a	P R V M V	P L Y M A	feather:E	546
5478	FRENCH	fra	feather		plym_dwazo	p l y m d w a z o	p l i m d w a z o	P R V M T W V S V	P L Y M T W A S U	feather:E	546
5479	ITALIAN	ita	feather		pjuma	p j u m a	p y u m a	P J V M V	P J Y M A	feather:E	546
5480	OLD_IRISH	sga	feather		kʹlʹetʹe	kʹ lʹ e tʹ e	k l e t e	K R V T V	K L E T E	feather:H	548
5481	OLD_IRISH	sga	feather		etʹe	e tʹ e	e t e	V T V	E T E	feather:A	543
2130	ANCIENT_GREEK	grc	few		olíɡoi̯	o l í ɡ oi̯	o l i g o	V R V K V	U L I K U	few:I	554
2131	ANCIENT_GREEK	grc	few		páù̯ros	p á u r o s	p a u r o s	P V V R V S	P A Y R U S	few:F	552
2132	GREEK	ell	few		ˈliʝi	ˈl i ʝ i	l i S i	R V S V	L I S I	few:I	554
2135	OSSETIC_IRON	oss	few		gyccyl	g y cc y l	g i T i l	K V K V R	K Y C Y L	few:D	551
2136	OSSETIC_DIGOR	oss	few		minkij	m i n k i j	m i n k i y	M V N K V J	M I N K I J	few:W	559
2138	ORIYA	ori	few		ɔɭpɔ	ɔ ɭ p ɔ	o L p o	V R P V	U L P U	few:P	557
2141	URDU	urd	few		ˈt̪ʰoɽə	ˈt̪ʰ o ɽ ə	t o r I	T V R V	T U R E	few:J	555
2142	MARATHI	mar	few		wiɾəɭ	w i ɾ ə ɭ	w i r I L	W V R V R	W I R E L	few:Z	560
2143	MARATHI	mar	few		tʰoɖə	tʰ o ɖ ə	t o d I	T V T V	T U T E	few:J	555
2144	OLD_CHURCH_SLAVONIC	chu	few		mɑlɔ	m ɑ l ɔ	m o l o	M V R V	M A L U	few:H	553
2145	SERBO-CROATIAN	srp	few		ˈmâlɔ	ˈm â l ɔ	m a l o	M V R V	M A L U	few:H	553
2146	BULGARIAN	bul	few		ˈmaɫku	ˈm a ɫ k u	m a l k u	M V R K V	M A L K Y	few:H	553
2147	MACEDONIAN	mkd	few		ˈmalku	ˈm a l k u	m a l k u	M V R K V	M A L K Y	few:H	553
2148	RUSSIAN	rus	few		maɫɔ	m a ɫ ɔ	m a l o	M V R V	M A L U	few:H	553
2149	POLISH	pol	few		ˈmawɔ	ˈm a w ɔ	m a w o	M V W V	M A W U	few:H	553
2150	BELARUSIAN	bel	few		ˈmaɫa	ˈm a ɫ a	m a l a	M V R V	M A L A	few:H	553
2151	UKRAINIAN	ukr	few		ˈmaɫɔ	ˈm a ɫ ɔ	m a l o	M V R V	M A L U	few:H	553
2152	SLOVAK	slk	few		ˈmaːlɔ	ˈm aː l ɔ	m a l o	M V R V	M A L U	few:H	553
2153	CZECH	ces	few		ˈmaːlɔ	ˈm aː l ɔ	m a l o	M V R V	M A L U	few:H	553
2154	SORBIAN_UPPER	hsb	few		ˈmawɔ	ˈm a w ɔ	m a w o	M V W V	M A W U	few:H	553
2155	SORBIAN_LOWER	dsb	few		ˈmawɔ	ˈm a w ɔ	m a w o	M V W V	M A W U	few:H	553
2156	SLOVENIAN	slv	few		ˈmǎːlɔ	ˈm ǎː l ɔ	m a l o	M V R V	M A L U	few:H	553
2157	OLD_NORSE	non	few		faːr	f aː r	f a r	P V R	B A R	few:F	552
2158	ICELANDIC	isl	few		ˈfauːɪr	ˈf auːɪ r	f a r	P V R	B A R	few:F	552
2159	FAROESE	fao	few		ˈfɔaːjɪɹ	ˈf ɔaː j ɪ ɹ	f o y i r	P V J V R	B U J I R	few:F	552
2160	NORWEGIAN_RIKSMAL	nor	few		foː	f oː	f o	P V	B U	few:F	552
2161	STAVANGERSK		few		ˈfoːə	ˈf oːə	f o	P V	B U	few:F	552
2162	OLD_SWEDISH		few		faːr	f aː r	f a r	P V R	B A R	few:F	552
2163	SWEDISH	swe	few		foː	f oː	f o	P V	B U	few:F	552
2164	ELFDALIAN	qov	few		ˈfɔ̀ːɛr	ˈf ɔ̀ːɛ r	f o r	P V R	B U R	few:F	552
2165	DANISH	dan	few		fɔˀ	f ɔˀ	f o	P V	B U	few:F	552
2166	DANISH_FJOLDE		few		iɡə_ˈmɑŋə	i ɡ ə ˈm ɑ ŋ ə	i g I m o N I	V K V M V N V	I K E M A N E	few:V	558
2167	ENGLISH	eng	few		fju:	f j u:	f y u	P J V	B J Y	few:F	552
2168	DUTCH	nld	few		wɛinəχ	w ɛi n ə χ	w E n I G	W V N V K	W E N E G	few:B	550
2169	GERMAN	deu	few		ve:nɪç	v e: n ɪ ç	v e n i S	W V N V S	B E N I S	few:B	550
2170	LATIN	lat	few		ˈpau̯kiː	ˈp au̯ k iː	p a k i	P V K V	P A K I	few:F	552
2171	CATALAN	cat	few		pɔk	p ɔ k	p o k	P V K	P U K	few:F	552
2172	PORTUGUESE	por	few		ˈpoouku	ˈp oou k u	p o k u	P V K V	P U K Y	few:F	552
2173	SPANISH	spa	few		poko	p o k o	p o k o	P V K V	P U K U	few:F	552
2174	FRENCH	fra	few		pø	p ø	p e	P V	P U	few:F	552
2175	ITALIAN	ita	few		pɔko	p ɔ k o	p o k o	P V K V	P U K U	few:F	552
2176	OLD_IRISH	sga	few		bʹega:n	bʹ e g a: n	b e g a n	P V K V N	P E K A N	few:N	556
685	ANCIENT_GREEK	grc	fight		mákʰomai̯	m á kʰ o m ai̯	m a k o m a	M V K V M V	M A K U M A	fight:Ak	562
686	GREEK	ell	fight		paˈle̞vo̞	p a ˈl e̞ v o̞	p a l e v o	P V R V W V	P A L E B U	fight:K	574
689	OSSETIC_IRON	oss	fight		toχ_kɐn	t o χ k ɐ n	t o G k a n	T V K K V N	T U G K E N	fight:E	570
690	OSSETIC_DIGOR	oss	fight		toχ_kɐn	t o χ k ɐ n	t o G k a n	T V K K V N	T U G K E N	fight:E	570
692	ORIYA	ori	fight		lɔɽh	l ɔ ɽ h	l o r h	R V R H	L U R H	fight:D	569
693	ORIYA	ori	fight		ǰuddhɔ_kɔriba	ǰ u dd h ɔ k ɔ r i b a	j u d h o k o r i b a	K V T H V K V R V P V	C Y T H U K U R I P A	fight:S	578
