ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
7222	Ruc	scb	iron		kʰlat⁷	kʰ l a t	k l a t	K R V T	K L A T	25	1098
7223	Vietnamese	vie	iron		sắt	s a t	s a t	S V T	S A T	25	1098
7232	Alak	alk	leaf		cʻɔk	cʻ ɔ k	T o k	K V K	C U K	2	1108
7233	Bahnar-Golar	bdq	leaf		hlaː	h l aː	h l a	H R V	H L A	1	1104
7234	Bahnar-Kontum	bdq	leaf		hlaː	h l aː	h l a	H R V	H L A	1	1104
7235	Bahnar-Pleiku	bdq	leaf		hlaː	h l aː	h l a	H R V	H L A	1	1104
7236	Brao	brb	leaf		cʰlaː	cʰ l aː	T l a	K R V	C L A	1	1104
7240	Cua	cua	leaf		hlaː	h l aː	h l a	H R V	H L A	1	1104
7241	Halang	hal	leaf		laː	l aː	l a	R V	L A	1	1104
7242	Jeh	jeh	leaf		laː	l aː	l a	R V	L A	1	1104
7243	Jru-Laven	lbo	leaf		laː	l aː	l a	R V	L A	1	1104
7247	Mnong-Rölöm	mng	leaf		haː	h aː	h a	H V	H A	1	1104
7248	Nyaheun	nev	leaf		hla	h l a	h l a	H R V	H L A	1	1104
7250	Rengao	ren	leaf		hlaː	h l aː	h l a	H R V	H L A	1	1104
7252	Sedang	sed	leaf		hlá	h l á	h l a	H R V	H L A	1	1104
7253	Sre	kpm	leaf		nha	n h a	n h a	N H V	N H A	1	1104
7254	Stieng	sti	leaf		laː	l aː	l a	R V	L A	1	1104
7257	Bru-Talan	oog	leaf		həlaˀa	h ə l aˀa	h I l a	H V R V	H E L A	1	1104
7258	Bru-Ubon	bru	leaf		səlaː	s ə l aː	s I l a	S V R V	S E L A	1	1104
7259	In	irr	leaf		həla̰ː	h ə l a̰ː	h I l a	H V R V	H E L A	1	1104
7260	Katang	kgd	leaf		həlaː	h ə l aː	h I l a	H V R V	H E L A	1	1104
7261	Katu-AnDiem	ktv	leaf		katuŋ	k a t u ŋ	k a t u N	K V T V N	K A T Y N	4	1109
7262	Katu-AnDiem	ktv	leaf		ʔasəʔ	ʔ a s ə ʔ	7 a s I 7	H V S V H	H A S E H	5	1110
7265	Kui(Sriwises1978)	kdt	leaf		slaː	s l aː	s l a	S R V	S L A	1	1104
7266	Kui(Huffman1979)	kdt	leaf		tʰraː	tʰ r aː	t r a	T R V	T R A	8	1111
7268	Mankong	sss	leaf		səlaː	s ə l aː	s I l a	S V R V	S E L A	1	1104
7269	Nge'	ngt	leaf		hlaː	h l aː	h l a	H R V	H L A	1	1104
7270	Pacoh	pac	leaf		ʔulaː	ʔ u l aː	7 u l a	H V R V	H Y L A	1	1104
7271	So-Khammouane	sss	leaf		silaː	s i l aː	s i l a	S V R V	S I L A	1	1104
7272	So-SakonNakhon	sss	leaf		silaː	s i l aː	s i l a	S V R V	S I L A	1	1104
7273	TaOi	tto	leaf		həlaː	h ə l aː	h I l a	H V R V	H E L A	1	1104
7274	Khasi	khi	leaf		sla	s l a	s l a	S R V	S L A	1	1104
7276	Pnar	pbv	leaf		sla	s l a	s l a	S R V	S L A	1	1104
7277	War-Lamin	aml	leaf		sli	s l i	s l i	S R V	S L I	1	1104
7278	Khmer-Surin	kxm	leaf		slʌʔ	s l ʌ ʔ	s l o 7	S R V H	S L E H	1	1104
7279	Khmer-Standard	khm	leaf		slək	s l ə k	s l I k	S R V K	S L E K	1	1104
7280	Idu	tyh	leaf		hàntâːw	h à n t âː w	h a n t a w	H V N T V W	H A N T A W	9	1112
7281	Khmu-Cuang	kjg	leaf		ʰlaʔ	ʰl a ʔ	l a 7	R V H	L A H	1	1104
7283	Khmu-Yuan	kjg	leaf		láʔ	l á ʔ	l a 7	R V H	L A H	1	1104
7284	Mal-T'in	mlf	leaf		ntʰuː	n tʰ uː	n t u	N T V	N T Y	10	1105
7290	Bugan	bbh	leaf		lu̱o̱¹³	l u̱o̱	l u	R V	L Y	1	1104
7291	Mang	zng	leaf		laː¹	l aː	l a	R V	L A	1	1104
7292	Mon	mnw	leaf		hlaʔ	h l a ʔ	h l a 7	H R V H	H L A H	1	1104
7293	Nyahkur	cbn	leaf		cʰəláːʔ	cʰ ə l áː ʔ	T I l a 7	K V R V H	C E L A H	1	1104
7296	Gorum	pcj	leaf		olaʔ	o l a ʔ	o l a 7	V R V H	U L A H	1	1104
7300	Kharia	khr	leaf		uˈlɑʔ	u ˈl ɑ ʔ	u l o 7	V R V H	Y L A H	1	1104
7305	Santali	sat	leaf		sakam	s a k a m	s a k a m	S V K V M	S A K A M	13	1106
7306	Sora	srb	leaf		ɔla	ɔ l a	o l a	V R V	U L A	1	1104
7307	Car	caq	leaf		ɾoːj	ɾ oː j	r o y	R V J	R U J	14	1107
7309	Nancowri	ncb	leaf		daj	d a j	d a y	T V J	T A J	14	1107
7310	Nancowri	ncb	leaf		raj	r a j	r a y	R V J	R A J	14	1107
7320	Lawa(Ratanakul)	lcp	leaf		hlaʔ	h l a ʔ	h l a 7	H R V H	H L A H	1	1104
7322	ManMet	mml	leaf		lăʔ⁵³	l ă ʔ	l a 7	R V H	L A H	1	1104
7324	Palaung-Dara'ang	pce	leaf		l̥a	l̥ a	l a	R V	L A	1	1104
7325	Palaung-Kalaw	pce	leaf		hlɯaʔhəj	hlɯaʔ həj	h h	H H	H H	1	1104
7327	Palaung-Namhsan	pce	leaf		hla	h l a	h l a	H R V	H L A	1	1104
7328	Riang-Sak	ril	leaf		laʔ¹	l a ʔ	l a 7	R V H	L A H	1	1104
7332	Wa-Praok	prk	leaf		lʰaʔ	lʰ a ʔ	l a 7	R V H	L A H	1	1104
7338	Karii	pkt	leaf		sulaːʔ	s u l aː ʔ	s u l a 7	S V R V H	S Y L A H	1	1104
7341	Ruc	scb	leaf		ulaː³	u l aː	u l a	V R V	Y L A	1	1104
7344	Vietnamese	vie	leaf		lá	l á	l a	R V	L A	1	1104
7352	Alak	alk	leech (land)		pləːm	p l əː m	p l I m	P R V M	P L E M	1	1113
7353	Bahnar-Golar	bdq	leech (land)		pləːm	p l əː m	p l I m	P R V M	P L E M	1	1113
7354	Bahnar-Kontum	bdq	leech (land)		pləːm	p l əː m	p l I m	P R V M	P L E M	1	1113
7355	Bahnar-Pleiku	bdq	leech (land)		pləːm	p l əː m	p l I m	P R V M	P L E M	1	1113
7356	Brao	brb	leech (land)		pləːm	p l əː m	p l I m	P R V M	P L E M	1	1113
7358	Cua	cua	leech (land)		pləːp	p l əː p	p l I p	P R V P	P L E P	1	1113
7359	Halang	hal	leech (land)		ple̤ːm	p l e̤ː m	p l e m	P R V M	P L E M	1	1113
7360	Jeh	jeh	leech (land)		ple̤ːm	p l e̤ː m	p l e m	P R V M	P L E M	1	1113
7361	Jru-Laven	lbo	leech (land)		plʌːm	p l ʌː m	p l o m	P R V M	P L E M	1	1113
7365	Mnong-Rölöm	mng	leech (land)		pləːm	p l əː m	p l I m	P R V M	P L E M	1	1113
7366	Nyaheun	nev	leech (land)		plɐːm	p l ɐː m	p l a m	P R V M	P L E M	1	1113
7367	Rengao	ren	leech (land)		ple̤ːm	p l e̤ː m	p l e m	P R V M	P L E M	1	1113
7368	Sedang	sed	leech (land)		pliəm	p l iə m	p l i m	P R V M	P L I M	1	1113
7369	Sre	kpm	leech (land)		plɔm	p l ɔ m	p l o m	P R V M	P L U M	1	1113
7370	Stieng	sti	leech (land)		pləːm	p l əː m	p l I m	P R V M	P L E M	1	1113
7372	Bru-Talan	oog	leech (land)		plɔːm	p l ɔː m	p l o m	P R V M	P L U M	1	1113
7373	Bru-Ubon	bru	leech (land)		pləːm	p l əː m	p l I m	P R V M	P L E M	1	1113
7374	In	irr	leech (land)		plɔːm	p l ɔː m	p l o m	P R V M	P L U M	1	1113
7375	Katang	kgd	leech (land)		pləːm	p l əː m	p l I m	P R V M	P L E M	1	1113
7376	Katu-AnDiem	ktv	leech (land)		plʌːm	p l ʌː m	p l o m	P R V M	P L E M	1	1113
7378	Mankong	sss	leech (land)		plʌːm	p l ʌː m	p l o m	P R V M	P L E M	1	1113
7379	Nge'	ngt	leech (land)		plɛːm	p l ɛː m	p l E m	P R V M	P L E M	1	1113
7380	Pacoh	pac	leech (land)		ploːm	p l oː m	p l o m	P R V M	P L U M	1	1113
7381	So-Khammouane	sss	leech (land)		plʌːm	p l ʌː m	p l o m	P R V M	P L E M	1	1113
7382	Souei-Saravan	kdt	leech (land)		pləːm	p l əː m	p l I m	P R V M	P L E M	1	1113
7383	TaOi	tto	leech (land)		plɔːm	p l ɔː m	p l o m	P R V M	P L U M	1	1113
7384	Khasi	khi	leech (land)		tʰliem	tʰ l ie m	t l i m	T R V M	T L I M	1	1113
7385	Pnar	pbv	leech (land)		lm̩bnaŋ	l m̩ b n a ŋ	l m b n a N	R M P N V N	L M P N A N	5	1119
7386	War-Lamin	aml	leech (land)		ləndaŋ	l ə n d a ŋ	l I n d a N	R V N T V N	L E N T A N	5	1119
7387	Khmer-Standard	khm	leech (land)		tiəʔ	t iə ʔ	t i 7	T V H	T I H	6	1120
7388	Idu	tyh	leech (land)		batâ̤j	b a t â̤ j	b a t a y	P V T V J	P A T A J	6	1120
7389	Khmu-Cuang	kjg	leech (land)		plɨəm	p l ɨə m	p l I m	P R V M	P L I M	1	1113
7390	Khmu-Yuan	kjg	leech (land)		plɨam	p l ɨa m	p l I m	P R V M	P L I M	1	1113
7392	Mal-T'in	mlf	leech (land)		pʰjɔːm	pʰ j ɔː m	p y o m	P J V M	P J U M	1	1113
7396	Bugan	bbh	leech (land)		bi̱o̱u̱55	b i̱o̱u̱	b i	P V	P I	7	1121
7397	Mang	zng	leech (land)		pluam⁶	p l ua m	p l u m	P R V M	P L Y M	1	1113
7398	Mon	mnw	leech (land)		klɔm	k l ɔ m	k l o m	K R V M	K L U M	1	1113
7399	Nyahkur	cbn	leech (land)		kʰlám	kʰ l á m	k l a m	K R V M	K L A M	1	1113
7402	Gorum	pcj	leech (land)		ili	i l i	i l i	V R V	I L I	9	1122
7403	Gorum	pcj	leech (land)		ilim	i l i m	i l i m	V R V M	I L I M	9	1122
7405	Kharia	khr	leech (land)		ɟõk	ɟ õ k	C o k	K V K	C U K	10	1114
7406	Kharia	khr	leech (land)		ɲelwa	ɲ e l w a	H e l w a	N V R W V	N E L W A	11	1115
7409	Sora	srb	leech (land)		ilim	i l i m	i l i m	V R V M	I L I M	9	1122
7410	Car	caq	leech (land)		tamap	t a m a p	t a m a p	T V M V P	T A M A P	14	1116
7411	Nancowri	ncb	leech (land)		heləm	h e l ə m	h e l I m	H V R V M	H E L E M	1	1113
7418	Lawa(Ratanakul)	lcp	leech (land)		plaom	p l ao m	p l a m	P R V M	P L A M	1	1113
7420	ManMet	mml	leech (land)		apʰem³¹	a pʰem³¹	a p	V P	A P	1	1113
7422	Palaung-Dara'ang	pce	leech (land)		mabləːm	ma bləːm	m b	M P	M P	1	1113
7423	Palaung-Kalaw	pce	leech (land)		maɓləːŋ	ma ɓləːŋ	m b	M P	M P	1	1113
7425	Palaung-Namhsan	pce	leech (land)		plɯm	p l ɯ m	p l u m	P R V M	P L I M	1	1113
7426	Riang-Sak	ril	leech (land)		tɛk¹	t ɛ k	t E k	T V K	T E K	16	1117
7428	Wa-Praok	prk	leech (land)		blɔm	b l ɔ m	b l o m	P R V M	P L U M	1	1113
7434	Karii	pkt	leech (land)		pleːm	p l eː m	p l e m	P R V M	P L E M	1	1113
7435	Ruc	scb	leech (land)		pliːm	p l iː m	p l i m	P R V M	P L I M	1	1113
7438	Vietnamese	vie	leech (land)		conđỉa	con đỉa	T 8	K T	C D	19	1118
7450	Alak	alk	left (side)		pahwiar	pah wiar	p w	P W	P W	7	1133
7451	Bahnar-Golar	bdq	left (side)		ŋiãɔ	ŋ iãɔ	N i	N V	N I	8	1134
7452	Bahnar-Kontum	bdq	left (side)		ŋiãɔ	ŋ iãɔ	N i	N V	N I	8	1134
7453	Bahnar-Pleiku	bdq	left (side)		ʔŋjɛw	ʔ ŋ j ɛ w	7 N y E w	H N J V W	H N J E W	8	1134
7454	Brao	brb	left (side)		cəʔiaw	c ə ʔ ia w	T I 7 i w	K V H V W	C E H I W	8	1134
7458	Cua	cua	left (side)		ʔjaw	ʔ j a w	7 y a w	H J V W	H J A W	8	1134
7459	Halang	hal	left (side)		ʔŋiəw	ʔ ŋ iə w	7 N i w	H N V W	H N I W	8	1134
7460	Jeh	jeh	left (side)		nahʔiw	nah ʔiw	n 7	N H	N H	8	1134
7461	Jru-Laven	lbo	left (side)		hʔiaw	h ʔ ia w	h 7 i w	H H V W	H H I W	8	1134
7465	Mnong-Rölöm	mng	left (side)		kiew	k ie w	k i w	K V W	K I W	8	1134
7466	Nyaheun	nev	left (side)		ʔiaw	ʔ ia w	7 i w	H V W	H I W	8	1134
7468	Rengao	ren	left (side)		ʔɛːw	ʔ ɛː w	7 E w	H V W	H E W	8	1134
7470	Sedang	sed	left (side)		həʔeo̰	h ə ʔ eo̰	h I 7 e	H V H V	H E H E	8	1134
7471	Sre	kpm	left (side)		kiaw	k ia w	k i w	K V W	K I W	8	1134
7472	Stieng	sti	left (side)		giew	g ie w	g i w	K V W	K I W	8	1134
7475	Bru-Talan	oog	left (side)		wiˀar	w iˀa r	w i r	W V R	W I R	7	1133
7476	Bru-Ubon	bru	left (side)		ʔaːwe̤ːr	ʔ aː w e̤ː r	7 a w e r	H V W V R	H A W E R	7	1133
7477	In	irr	left (side)		wḭar	w ḭa r	w i r	W V R	W I R	7	1133
7478	In	irr	left (side)		təwiʔ	t ə w i ʔ	t I w i 7	T V W V H	T E W I H	3	1132
7479	Katang	kgd	left (side)		ʔawiːər	ʔ a w iːə r	7 a w i r	H V W V R	H A W I R	7	1133
7480	Katu-AnDiem	ktv	left (side)		ʔaɗaːj	ʔ a ɗ aː j	7 a d a y	H V T V J	H A T A J	9	1135
7482	Kui(Sriwises1978)	kdt	left (side)		ʔəpɛʔ	ʔ ə p ɛ ʔ	7 I p E 7	H V P V H	H E P E H	10	1123
7483	Kui(Huffman1979)	kdt	left (side)		pɛˀɛ	p ɛˀɛ	p E	P V	P E	10	1123
7485	Mankong	sss	left (side)		ʔawe̤ːr	ʔ a w e̤ː r	7 a w e r	H V W V R	H A W E R	7	1133
7486	Nge'	ngt	left (side)		wiar	w ia r	w i r	W V R	W I R	7	1133
7487	Pacoh	pac	left (side)		ʔavḭar	ʔ a v ḭa r	7 a v i r	H V W V R	H A B I R	7	1133
7488	So-Khammouane	sss	left (side)		ʔawe̤ːl	ʔ a w e̤ː l	7 a w e l	H V W V R	H A W E L	7	1133
7489	So-SakonNakhon	sss	left (side)		ʔawe̤ːr	ʔ a w e̤ː r	7 a w e r	H V W V R	H A W E R	7	1133
7490	Souei-Saravan	kdt	left (side)		wɛːl	w ɛː l	w E l	W V R	W E L	7	1133
7491	TaOi	tto	left (side)		wiar	w ia r	w i r	W V R	W I R	7	1133
7492	Khasi	khi	left (side)		diaŋ	d ia ŋ	d i N	T V N	T I N	11	1124
7494	Pnar	pbv	left (side)		tidiɛŋ	t i d iɛ ŋ	t i d i N	T V T V N	T I T I N	11	1124
7495	War-Lamin	aml	left (side)		tadɪəŋ	ta dɪəŋ	t d	T T	T T	11	1124
7496	Khmer-Surin	kxm	left (side)		ʨhweːɲ	ʨ h w eː ɲ	C h w e H	K H W V N	C H W E N	12	1125
7497	Khmer-Standard	khm	left (side)		cweiŋ	c w ei ŋ	T w e N	K W V N	C W E N	12	1125
7498	Idu	tyh	left (side)		lûəŋʋâ̤ɛ	lûəŋ ʋâ̤ɛ	l w	R W	L W	3	1132
7499	Khmu-Cuang	kjg	left (side)		weʔ	w e ʔ	w e 7	W V H	W E H	3	1132
7501	Khmu-Yuan	kjg	left (side)		wèʔ	w è ʔ	w e 7	W V H	W E H	3	1132
7503	Mal-T'in	mlf	left (side)		wiʔ	w i ʔ	w i 7	W V H	W I H	3	1132
7507	Bugan	bbh	left (side)		pə⁰ɕḭ⁵⁵	p ə ɕ ḭ	p I S i	P V S V	P E S I	13	1126
7508	Mang	zng	left (side)		veː²	v eː	v e	W V	B E	3	1132
7509	Mon	mnw	left (side)		paɛ	p aɛ	p a	P V	P A	10	1123
7510	Nyahkur	cbn	left (side)		cʰəwìːʔ	cʰ ə w ìː ʔ	T I w i 7	K V W V H	C E W I H	3	1132
7513	Gorum	pcj	left (side)		siner	s i n e r	s i n e r	S V N V R	S I N E R	15	1127
7516	Kharia	khr	left (side)		leŋga	l e ŋ g a	l e N g a	R V N K V	L E N K A	18	1128
7519	Santali	sat	left (side)		lɛŋɡa	l ɛ ŋ ɡ a	l E N g a	R V N K V	L E N K A	18	1128
7520	Car	caq	left (side)		taweː	t a w eː	t a w e	T V W V	T A W E	3	1132
7522	Nancowri	ncb	left (side)		woaka	w oa k a	w o k a	W V K V	W U K A	3	1132
7532	Lawa(Ratanakul)	lcp	left (side)		veʔ	v e ʔ	v e 7	W V H	B E H	3	1132
7534	ManMet	mml	left (side)		lɤŋ³¹vɛʔ⁵³	lɤŋ³¹ vɛʔ⁵³	l v	R W	L B	3	1132
7536	Palaung-Dara'ang	pce	left (side)		ɁagăɁ	Ɂ a g ă Ɂ	7 a g a 7	H V K V H	H A K A H	21	1130
7537	Palaung-Kalaw	pce	left (side)		ʔagaʔ	ʔa gaʔ	7 g	H K	H K	21	1130
7539	Palaung-Namhsan	pce	left (side)		ʔiwe	ʔi we	7 w	H W	H W	3	1132
7540	Riang-Sak	ril	left (side)		tᵊʔɗɑk¹	tᵊ ʔ ɗ ɑ k	t 7 d o k	T H T V K	T H T A K	20	1129
7544	Wa-Praok	prk	left (side)		guaʔ	g ua ʔ	g u 7	K V H	K Y H	21	1130
7551	Karii	pkt	left (side)		vɛː	v ɛː	v E	W V	B E	3	1132
7553	Ruc	scb	left (side)		peːncièw	peːn cièw	p T	P K	P C	8	1134
7556	Vietnamese	vie	left (side)		trái	t r ái	t r a	T R V	T R A	24	1131
7562	Alak	alk	light (weight)		hacʻəːc	h a cʻ əː c	h a T I T	H V K V K	H A C E C	5	1146
7563	Bahnar-Golar	bdq	light (weight)		hjəːc	h j əː c	h y I T	H J V K	H J E C	5	1146
7564	Bahnar-Kontum	bdq	light (weight)		hjəːc	h j əː c	h y I T	H J V K	H J E C	5	1146
7565	Bahnar-Pleiku	bdq	light (weight)		həʔjəːc	h ə ʔ j əː c	h I 7 y I T	H V H J V K	H E H J E C	5	1146
7566	Bahnar-Pleiku	bdq	light (weight)		pʰjəːl	pʰ j əː l	p y I l	P J V R	P J E L	6	1147
7567	Brao	brb	light (weight)		joːc	j oː c	y o T	J V K	J U C	5	1146
7569	Cua	cua	light (weight)		ʔahjəːl	ʔ a h j əː l	7 a h y I l	H V H J V R	H A H J E L	6	1147
7570	Halang	hal	light (weight)		həʔẽ̤ːk	h ə ʔ ẽ̤ː k	h I 7 e k	H V H V K	H E H E K	7	1148
7571	Jeh	jeh	light (weight)		ŋe̤ːk	ŋ e̤ː k	N e k	N V K	N E K	7	1148
7572	Jru-Laven	lbo	light (weight)		hɟʌːc	h ɟ ʌː c	h C o T	H K V K	H C E C	5	1146
7574	Mnong-Rölöm	mng	light (weight)		ŋhəːc	ŋ h əː c	N h I T	N H V K	N H E C	5	1146
7576	Rengao	ren	light (weight)		he̤ːl	h e̤ː l	h e l	H V R	H E L	6	1147
7577	Sedang	sed	light (weight)		hia	h ia	h i	H V	H I	6	1147
7578	Sre	kpm	light (weight)		ŋgɔc	ŋ g ɔ c	N g o T	N K V K	N K U C	5	1146
7579	Stieng	sti	light (weight)		ŋgəːc	ŋ g əː c	N g I T	N K V K	N K E C	5	1146
7581	Bru-Talan	oog	light (weight)		həŋaːlʔ	h ə ŋ aː l ʔ	h I N a l 7	H V N V R H	H E N A L H	30	1145
7582	Bru-Ubon	bru	light (weight)		ŋhɛːl	ŋ h ɛː l	N h E l	N H V R	N H E L	30	1145
7583	In	irr	light (weight)		haŋaːlˀ	h a ŋ aː lˀ	h a N a l	H V N V R	H A N A L	30	1145
7584	Katang	kgd	light (weight)		haːl	h aː l	h a l	H V R	H A L	30	1145
7585	Katu-AnDiem	ktv	light (weight)		haŋiːl	h a ŋ iː l	h a N i l	H V N V R	H A N I L	30	1145
7587	Kui(Sriwises1978)	kdt	light (weight)		ləhaːl	l ə h aː l	l I h a l	R V H V R	L E H A L	30	1145
7588	Kui(Huffman1979)	kdt	light (weight)		ŋhaːl	ŋ h aː l	N h a l	N H V R	N H A L	30	1145
7590	Mankong	sss	light (weight)		ŋhɛːl	ŋ h ɛː l	N h E l	N H V R	N H E L	30	1145
7591	Nge'	ngt	light (weight)		mhiːlʔ	m h iː l ʔ	m h i l 7	M H V R H	M H I L H	30	1145
7592	Pacoh	pac	light (weight)		ŋhiəl	ŋ h iə l	N h i l	N H V R	N H I L	30	1145
7593	So-Khammouane	sss	light (weight)		ŋkʰɛːl	ŋ kʰ ɛː l	N k E l	N K V R	N K E L	30	1145
7594	So-SakonNakhon	sss	light (weight)		ŋkʰɛːl	ŋ kʰ ɛː l	N k E l	N K V R	N K E L	30	1145
7595	Souei-Saravan	kdt	light (weight)		haːlˀ	h aː lˀ	h a l	H V R	H A L	30	1145
7596	TaOi	tto	light (weight)		həŋaːlˀ	h ə ŋ aː lˀ	h I N a l	H V N V R	H E N A L	30	1145
7597	Khasi	khi	light (weight)		stiŋ	s t i ŋ	s t i N	S T V N	S T I N	8	1149
7598	Pnar	pbv	light (weight)		stiɲ	s t i ɲ	s t i H	S T V N	S T I N	8	1149
7599	War-Lamin	aml	light (weight)		stɪəŋ	s t ɪə ŋ	s t i N	S T V N	S T I N	8	1149
7600	Khmer-Standard	khm	light (weight)		sraːl	s r aː l	s r a l	S R V R	S R A L	9	1150
7601	Idu	tyh	light (weight)		gajɔ̤̂ɛ	g a j ɔ̤̂ɛ	g a y o	K V J V	K A J U	6	1147
7602	Khmu-Cuang	kjg	light (weight)		hnɟaːr	h n ɟ aː r	h n C a r	H N K V R	H N C A R	6	1147
7604	Khmu-Yuan	kjg	light (weight)		hmcàːl	h m c àː l	h m T a l	H M K V R	H M C A L	6	1147
7606	Mal-T'in	mlf	light (weight)		cɔːl	c ɔː l	T o l	K V R	C U L	6	1147
7612	Bugan	bbh	light (weight)		nda̱³³	n d a̱	n d a	N T V	N T A	13	1136
7613	Mang	zng	light (weight)		cɛː²	c ɛː	T E	K V	C E	14	1137
7614	Mon	mnw	light (weight)		sa	s a	s a	S V	S A	6	1147
7615	Nyahkur	cbn	light (weight)		kʰəja̱ːl	kʰ ə j a̱ː l	k I y a l	K V J V R	K E J A L	6	1147
7617	Gorum	pcj	light (weight)		olu	o l u	o l u	V R V	U L Y	16	1138
7618	Gorum	pcj	light (weight)		ajaˀb	a j aˀ b	a y a b	V J V P	A J A P	17	1139
7621	Kharia	khr	light (weight)		lɔˈjɔˀɖ	l ɔ ˈj ɔˀ ɖ	l o y o d	R V J V T	L U J U T	20	1140
7625	Santali	sat	light (weight)		rawal	r a w a l	r a w a l	R V W V R	R A W A L	23	1141
7626	Sora	srb	light (weight)		ˈlɑjeːr	ˈl ɑ j eː r	l o y e r	R V J V R	L A J E R	20	1140
7627	Car	caq	light (weight)		həh	h ə h	h I h	H V H	H E H	24	1142
7628	Nancowri	ncb	light (weight)		hatlaŋan	h a t l a ŋ a n	h a t l a N a n	H V T R V N V N	H A T L A N A N	25	1143
7637	Lawa(Ratanakul)	lcp	light (weight)		cʰaoŋ	cʰ ao ŋ	T a N	K V N	C A N	28	1144
7639	ManMet	mml	light (weight)		ȵɛŋ⁵³	ȵ ɛ ŋ	H E N	N V N	N E N	28	1144
7641	Palaung-Dara'ang	pce	light (weight)		ŋcəː	ŋ cəː	N T	N K	N C	6	1147
7642	Palaung-Kalaw	pce	light (weight)		ncaɯ	n c aɯ	n T a	N K V	N C A	6	1147
7644	Palaung-Namhsan	pce	light (weight)		ɟɯr	ɟ ɯ r	C u r	K V R	C I R	6	1147
7645	Riang-Sak	ril	light (weight)		ʔan²ɲɔŋ¹	ʔan² ɲɔŋ¹	7 H	H N	H N	28	1144
7647	Wa-Praok	prk	light (weight)		tɕʰaɔŋ	t ɕʰ aɔ ŋ	t S a N	T S V N	T S A N	28	1144
7652	Karii	pkt	light (weight)		siŋɛːlʔ	s i ŋ ɛː l ʔ	s i N E l 7	S V N V R H	S I N E L H	30	1145
7655	Ruc	scb	light (weight)		ɲɛːl³	ɲ ɛː l	H E l	N V R	N E L	30	1145
7657	Vietnamese	vie	light (weight)		nhẹ	n h e	n h e	N H V	N H E	30	1145
7668	Alak	alk	liver		kləːm	k l əː m	k l I m	K R V M	K L E M	2	1153
7669	Bahnar-Golar	bdq	liver		kləːm	k l əː m	k l I m	K R V M	K L E M	2	1153
7670	Bahnar-Kontum	bdq	liver		kləːm	k l əː m	k l I m	K R V M	K L E M	2	1153
7671	Bahnar-Pleiku	bdq	liver		kləːm	k l əː m	k l I m	K R V M	K L E M	2	1153
7672	Brao	brb	liver		kləːm	k l əː m	k l I m	K R V M	K L E M	2	1153
7676	Cua	cua	liver		pləːp	p l əː p	p l I p	P R V P	P L E P	2	1153
7677	Halang	hal	liver		kle̤ːm	k l e̤ː m	k l e m	K R V M	K L E M	2	1153
7678	Jeh	jeh	liver		kle̤ːm	k l e̤ː m	k l e m	K R V M	K L E M	2	1153
7679	Jru-Laven	lbo	liver		klʌːm	k l ʌː m	k l o m	K R V M	K L E M	2	1153
7683	Mnong-Rölöm	mng	liver		tləːm	t l əː m	t l I m	T R V M	T L E M	2	1153
7684	Nyaheun	nev	liver		klʌːm	k l ʌː m	k l o m	K R V M	K L E M	2	1153
7686	Rengao	ren	liver		kle̤ːm	k l e̤ː m	k l e m	K R V M	K L E M	2	1153
7688	Sedang	sed	liver		klìam	k l ì a m	k l i a m	K R V V M	K L I A M	2	1153
7689	Sre	kpm	liver		kləːm	k l əː m	k l I m	K R V M	K L E M	2	1153
7690	Stieng	sti	liver		kləːm	k l əː m	k l I m	K R V M	K L E M	2	1153
7693	Bru-Talan	oog	liver		lɔˀɔm	l ɔˀɔ m	l o m	R V M	L U M	3	1154
7694	Bru-Ubon	bru	liver		luəm	l uə m	l u m	R V M	L Y M	3	1154
7695	In	irr	liver		lɔ̰ːm	l ɔ̰ː m	l o m	R V M	L U M	3	1154
7696	Katang	kgd	liver		luːam	l uːa m	l u m	R V M	L Y M	3	1154
7697	Katu-AnDiem	ktv	liver		lɑːm	l ɑː m	l o m	R V M	L A M	3	1154
7699	Kui(Sriwises1978)	kdt	liver		lùam	l u a m	l u a m	R V V M	L Y A M	3	1154
7700	Kui(Huffman1979)	kdt	liver		lo̤am	l o̤a m	l o m	R V M	L U M	3	1154
7702	Mankong	sss	liver		lṳam	l ṳa m	l i m	R V M	L Y M	3	1154
7703	Nge'	ngt	liver		lɔːm	l ɔː m	l o m	R V M	L U M	3	1154
7704	Pacoh	pac	liver		lɔːm	l ɔː m	l o m	R V M	L U M	3	1154
7705	So-Khammouane	sss	liver		loa̤m	l oa̤ m	l o m	R V M	L U M	3	1154
7706	So-SakonNakhon	sss	liver		lo̤am	l o̤a m	l o m	R V M	L U M	3	1154
7707	Souei-Saravan	kdt	liver		lɔːm	l ɔː m	l o m	R V M	L U M	3	1154
7708	TaOi	tto	liver		lɔːm	l ɔː m	l o m	R V M	L U M	3	1154
7709	Khasi	khi	liver		dɔʔnoːt	d ɔ ʔ n oː t	d o 7 n o t	T V H N V T	T U H N U T	4	1155
7711	Pnar	pbv	liver		noːd	n oː d	n o d	N V T	N U T	4	1155
7712	War-Lamin	aml	liver		ktʰim	k tʰ i m	k t i m	K T V M	K T I M	5	1156
